road_link_id,name,from_node_id,to_node_id,link_geom_id,dir_flag,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,facility_type,grade,from_node,to_node,length,LinkType,Desc
100304 101794,Driveway,,,1434,1,1657,26,1,,,,,Arterial,,100304,101794,341,5,Arterial
100305 18,"",,,59,-1,1800,25,1,,,,,HOT,,100305,18,695,6,HOT
100305 100177,Edgewood,,,1285,-1,1734,25,1,,,,,Arterial,,100305,100177,233,5,Arterial
100306 205,"",,,503,-1,1800,25,1,,,,,HOT,,100306,205,1657,6,HOT
100306 100130,Bluelick,,,1193,-1,1734,50,1,,,,,Arterial,,100306,100130,3056,5,Arterial
100306 100137,Bluelick,,,1207,-1,1734,50,1,,,,,Arterial,,100306,100137,2270,5,Arterial
100307 100112,Harding,,,1150,-1,1602,38,2,,,,,Highway,,100307,100112,304,7,Highway
100307 100113,Harding,,,1156,-1,1602,39,3,,,,,Highway,,100307,100113,649,7,Highway
100307 100197,"",,,1306,-1,1676,26,1,,,,,Arterial,,100307,100197,170,5,Arterial
100308 123,"",,,297,-1,1800,25,1,,,,,HOT,,100308,123,647,6,HOT
100308 100247,Zurmehly,,,1355,-1,1676,32,1,,,,,Arterial,,100308,100247,1706,5,Arterial
100308 100520,Zurmehly,,,1435,1,1676,32,1,,,,,Arterial,,100308,100520,2631,5,Arterial
100309 126,"",,,308,-1,1800,25,1,,,,,HOT,,100309,126,1914,6,HOT
100309 100520,Zurmehly,,,1436,1,1676,40,1,,,,,Arterial,,100309,100520,2635,5,Arterial
100309 100521,Zurmehly,,,1437,1,1734,40,1,,,,,Arterial,,100309,100521,5385,5,Arterial
100310 206,"",,,504,-1,1800,25,1,,,,,HOT,,100310,206,657,6,HOT
100310 101796,Driveway,,,1438,1,1657,26,1,,,,,Arterial,,100310,101796,308,5,Arterial
100311 100312,Driveway,,,1439,1,1548,26,1,,,,,Arterial,,100311,100312,224,5,Arterial
100311 101795,Cable,,,1440,1,1657,46,2,,,,,Highway,,100311,101795,724,7,Highway
100311 101796,Cable,,,1441,1,1657,46,2,,,,,Highway,,100311,101796,882,7,Highway
100311 104442,Driveway,,,1442,1,1800,26,1,,,,,Arterial,,100311,104442,406,5,Arterial
100312 206,"",,,505,-1,1800,25,1,,,,,HOT,,100312,206,605,6,HOT
100312 100311,Driveway,,,1439,-1,1548,26,1,,,,,Arterial,,100312,100311,224,5,Arterial
100313 152,"",,,375,-1,1800,25,1,,,,,HOT,,100313,152,2866,6,HOT
100313 100503,Wapak,,,1443,1,1676,43,1,,,,,Arterial,,100313,100503,2744,5,Arterial
100313 100733,Wapak,,,1444,1,1676,43,1,,,,,Arterial,,100313,100733,923,5,Arterial
100494 123,"",,,298,-1,1800,25,1,,,,,HOT,,100494,123,2810,6,HOT
100494 388,"",,,908,-1,1800,25,1,,,,,HOT,,100494,388,1388,6,HOT
100494 100520,Yoakam,,,1445,1,1676,41,1,,,,,Arterial,,100494,100520,1591,5,Arterial
100494 100525,Yoakam,,,1446,1,1676,41,1,,,,,Arterial,,100494,100525,1057,5,Arterial
100495 126,"",,,309,-1,1800,25,1,,,,,HOT,,100495,126,1918,6,HOT
100495 387,"",,,906,-1,1800,25,1,,,,,HOT,,100495,387,3050,6,HOT
100495 100519,Yoakam,,,1447,1,1676,39,1,,,,,Arterial,,100495,100519,1712,5,Arterial
100495 100520,Yoakam,,,1448,1,1618,39,1,,,,,Arterial,,100495,100520,2190,5,Arterial
100496 126,"",,,310,-1,1800,25,1,,,,,HOT,,100496,126,1836,6,HOT
100496 100518,Ft Amanda,,,1449,1,1676,44,1,,,,,Arterial,,100496,100518,1464,5,Arterial
100496 100519,Ft Amanda,,,1450,1,1676,44,1,,,,,Arterial,,100496,100519,1294,5,Arterial
100497 100,"",,,239,-1,1800,25,1,,,,,HOT,,100497,100,2987,6,HOT
100497 100561,driveway,,,1451,1,1548,43,1,,,,,Arterial,,100497,100561,784,5,Arterial
100498 119,"",,,290,-1,1800,25,1,,,,,HOT,,100498,119,719,6,HOT
100498 100500,Adgate,,,1452,1,1734,43,1,,,,,Arterial,,100498,100500,1694,5,Arterial
100498 100561,Adgate,,,1453,1,1734,43,1,,,,,Arterial,,100498,100561,2337,5,Arterial
100499 121,"",,,294,-1,1800,25,1,,,,,HOT,,100499,121,3029,6,HOT
100499 100519,Hawthorne,,,1454,1,1548,41,1,,,,,Arterial,,100499,100519,495,5,Arterial
100500 100498,Adgate,,,1452,-1,1734,43,1,,,,,Arterial,,100500,100498,1694,5,Arterial
100500 100557,Shawnee,,,1455,1,1734,43,1,,,,,Highway,,100500,100557,3544,7,Highway
100500 100563,Shawnee,,,1456,1,1734,43,1,,,,,Highway,,100500,100563,1518,7,Highway
100501 100502,Spencerville,,,1457,1,1800,51,1,,,,,Arterial,,100501,100502,2653,5,Arterial
100501 100511,Kemp,,,1458,1,1734,37,1,,,,,Arterial,,100501,100511,2756,5,Arterial
100501 103814,Kemp,,,1459,1,1618,39,1,,,,,Arterial,,100501,103814,3211,5,Arterial
100501 103862,Spencerville,,,1460,1,1676,45,1,,,,,Arterial,,100501,103862,2762,5,Arterial
100502 124,"",,,300,-1,1800,25,1,,,,,HOT,,100502,124,3484,6,HOT
100502 100501,Spencerville,,,1457,-1,1734,51,1,,,,,Arterial,,100502,100501,2653,5,Arterial
100502 100503,Spencerville,,,1461,1,1734,46,1,,,,,Arterial,,100502,100503,2866,5,Arterial
100503 100313,Wapak,,,1443,-1,1676,43,1,,,,,Arterial,,100503,100313,2744,5,Arterial
100503 100502,Spencerville,,,1461,-1,1676,46,1,,,,,Arterial,,100503,100502,2866,5,Arterial
100503 100504,Spencerville,,,1462,1,1734,50,1,,,,,Arterial,,100503,100504,2741,5,Arterial
100503 100509,Wapak,,,1463,1,1676,48,1,,,,,Arterial,,100503,100509,3153,5,Arterial
100504 125,"",,,304,-1,1800,25,1,,,,,HOT,,100504,125,4124,6,HOT
100504 100503,Spencerville,,,1462,-1,1734,48,1,,,,,Arterial,,100504,100503,2741,5,Arterial
100504 100505,Spencerville,,,1464,1,1734,48,1,,,,,Arterial,,100504,100505,2358,5,Arterial
100505 100504,Spencerville,,,1464,-1,1734,48,1,,,,,Arterial,,100505,100504,2358,5,Arterial
100505 100506,Spencerville,,,1465,1,1734,43,1,,,,,Arterial,,100505,100506,374,5,Arterial
100505 100729,Copus,,,1466,1,1676,35,1,,,,,Arterial,,100505,100729,5245,5,Arterial
100506 100505,Spencerville,,,1465,-1,1734,43,1,,,,,Arterial,,100506,100505,374,5,Arterial
100506 100507,Wonderlick,,,1467,1,1800,40,1,,,,,Arterial,,100506,100507,2624,5,Arterial
100506 100564,Spencerville,,,1468,1,1618,49,1,,,,,Highway,,100506,100564,4676,7,Highway
100507 122,"",,,296,-1,1800,25,1,,,,,HOT,,100507,122,1471,6,HOT
100507 100506,Wonderlick,,,1467,-1,1676,40,1,,,,,Arterial,,100507,100506,2624,5,Arterial
100507 100508,Wonderlick,,,1469,1,1800,26,1,,,,,Arterial,,100507,100508,1486,5,Arterial
100508 125,"",,,305,-1,1800,25,1,,,,,HOT,,100508,125,2730,6,HOT
100508 100507,Wonderlick,,,1469,-1,1676,26,1,,,,,Arterial,,100508,100507,1486,5,Arterial
100508 100518,Wonderlick,,,1470,1,1676,42,1,,,,,Arterial,,100508,100518,3360,5,Arterial
100509 125,"",,,306,-1,1800,25,1,,,,,HOT,,100509,125,2550,6,HOT
100509 100503,Wapak,,,1463,-1,1734,48,1,,,,,Arterial,,100509,100503,3153,5,Arterial
100509 100510,Wapak,,,1471,1,1734,48,1,,,,,Arterial,,100509,100510,1420,5,Arterial
100510 124,"",,,301,-1,1800,25,1,,,,,HOT,,100510,124,2670,6,HOT
100510 100509,Wapak,,,1471,-1,1734,48,1,,,,,Arterial,,100510,100509,1420,5,Arterial
100510 100516,Wapak,,,1472,1,1676,46,1,,,,,Arterial,,100510,100516,3513,5,Arterial
100511 124,"",,,302,-1,1800,25,1,,,,,HOT,,100511,124,2534,6,HOT
100511 209,"",,,509,-1,1800,25,1,,,,,HOT,,100511,209,3287,6,HOT
100511 100501,Kemp,,,1458,-1,1618,37,1,,,,,Arterial,,100511,100501,2756,5,Arterial
100511 100513,Kemp,,,1473,1,1676,40,1,,,,,Arterial,,100511,100513,5012,5,Arterial
100512 482,"",,,964,-1,1800,36,1,,,,,Highway,,100512,482,1526,7,Highway
100512 100633,Ream,,,1474,1,1800,39,1,,,,,Arterial,,100512,100633,1518,5,Arterial
100513 100511,Kemp,,,1473,-1,1800,40,1,,,,,Arterial,,100513,100511,5012,5,Arterial
100513 100514,Ft Amanda,,,1475,1,1676,49,1,,,,,Arterial,,100513,100514,3214,5,Arterial
100513 100522,Kemp,,,1476,1,1618,31,1,,,,,Arterial,,100513,100522,2730,5,Arterial
100513 103861,Ft Amanda,,,1477,1,1618,44,1,,,,,Arterial,,100513,103861,2769,5,Arterial
100514 124,"",,,303,-1,1800,25,1,,,,,HOT,,100514,124,4158,6,HOT
100514 100513,Ft Amanda,,,1475,-1,1618,49,1,,,,,Arterial,,100514,100513,3214,5,Arterial
100514 100515,Ft Amanda,,,1478,1,1676,54,1,,,,,Arterial,,100514,100515,470,5,Arterial
100515 127,"",,,311,-1,1800,25,1,,,,,HOT,,100515,127,1408,6,HOT
100515 100514,Ft Amanda,,,1478,-1,1618,54,1,,,,,Arterial,,100515,100514,470,5,Arterial
100515 100516,Ft Amanda,,,1479,1,1734,40,1,,,,,Arterial,,100515,100516,1764,5,Arterial
100516 100510,Wapak,,,1472,-1,1800,48,1,,,,,Arterial,,100516,100510,3513,5,Arterial
100516 100515,Ft Amanda,,,1479,-1,1676,40,1,,,,,Arterial,,100516,100515,1764,5,Arterial
100516 100517,Ft Amanda,,,1480,1,1734,42,1,,,,,Arterial,,100516,100517,2691,5,Arterial
100516 100521,Wapak,,,1481,1,1676,46,1,,,,,Arterial,,100516,100521,1528,5,Arterial
100517 125,"",,,307,-1,1800,25,1,,,,,HOT,,100517,125,4156,6,HOT
100517 100516,Ft Amanda,,,1480,-1,1676,42,1,,,,,Arterial,,100517,100516,2691,5,Arterial
100517 100518,Ft Amanda,,,1482,1,1676,42,1,,,,,Arterial,,100517,100518,2851,5,Arterial
100518 100496,Ft Amanda,,,1449,-1,1618,44,1,,,,,Arterial,,100518,100496,1464,5,Arterial
100518 100508,Wonderlick,,,1470,-1,1676,42,1,,,,,Arterial,,100518,100508,3360,5,Arterial
100518 100517,Ft Amanda,,,1482,-1,1800,42,1,,,,,Arterial,,100518,100517,2851,5,Arterial
100519 100495,Yoakam,,,1447,-1,1800,39,1,,,,,Arterial,,100519,100495,1712,5,Arterial
100519 100496,Ft Amanda,,,1450,-1,1800,44,1,,,,,Arterial,,100519,100496,1294,5,Arterial
100519 100499,Hawthorne,,,1454,-1,1800,41,1,,,,,Arterial,,100519,100499,495,5,Arterial
100519 100671,Ft Amanda,,,1483,1,1676,42,1,,,,,Arterial,,100519,100671,3272,5,Arterial
100520 100308,Zurmehly,,,1435,-1,1548,32,1,,,,,Arterial,,100520,100308,2631,5,Arterial
100520 100309,Zurmehly,,,1436,-1,1800,40,1,,,,,Arterial,,100520,100309,2635,5,Arterial
100520 100494,Yoakam,,,1445,-1,1800,41,1,,,,,Arterial,,100520,100494,1591,5,Arterial
100520 100495,Yoakam,,,1448,-1,1618,39,1,,,,,Arterial,,100520,100495,2190,5,Arterial
100521 100309,Zurmehly,,,1437,-1,1676,40,1,,,,,Arterial,,100521,100309,5385,5,Arterial
100521 100516,Wapak,,,1481,-1,1676,46,1,,,,,Arterial,,100521,100516,1528,5,Arterial
100521 100523,Wapak,,,1484,1,1618,48,1,,,,,Arterial,,100521,100523,2679,5,Arterial
100522 100513,Kemp,,,1476,-1,1676,31,1,,,,,Arterial,,100522,100513,2730,5,Arterial
100522 100523,Breese,,,1485,1,1734,37,1,,,,,Arterial,,100522,100523,5208,5,Arterial
100522 100529,Kemp,,,1486,1,1800,39,1,,,,,Arterial,,100522,100529,5276,5,Arterial
100523 100521,Wapak,,,1484,-1,1618,48,1,,,,,Arterial,,100523,100521,2679,5,Arterial
100523 100522,Breese,,,1485,-1,1734,37,1,,,,,Arterial,,100523,100522,5208,5,Arterial
100523 100524,Breese,,,1487,1,1800,37,1,,,,,Arterial,,100523,100524,6912,5,Arterial
100524 388,"",,,909,-1,1800,25,1,,,,,HOT,,100524,388,1404,6,HOT
100524 100523,Breese,,,1487,-1,1618,37,1,,,,,Arterial,,100524,100523,6912,5,Arterial
100524 100525,Breese,,,1488,1,1618,50,1,,,,,Arterial,,100524,100525,1082,5,Arterial
100525 100494,Yoakam,,,1446,-1,1618,41,1,,,,,Arterial,,100525,100494,1057,5,Arterial
100525 100524,Breese,,,1488,-1,1618,50,1,,,,,Arterial,,100525,100524,1082,5,Arterial
100525 100526,Breese,,,1489,1,1618,39,1,,,,,Arterial,,100525,100526,2658,5,Arterial
100526 105,"",,,247,-1,1800,25,1,,,,,HOT,,100526,105,3949,6,HOT
100526 123,"",,,299,-1,1800,25,1,,,,,HOT,,100526,123,2026,6,HOT
100526 100525,Breese,,,1489,-1,1676,39,1,,,,,Arterial,,100526,100525,2658,5,Arterial
100526 100543,Breese,,,1490,1,1618,40,1,,,,,Arterial,,100526,100543,2577,5,Arterial
100527 128,"",,,312,-1,1800,25,1,,,,,HOT,,100527,128,3032,6,HOT
100527 100532,Wapak,,,1491,1,1548,48,1,,,,,Arterial,,100527,100532,2627,5,Arterial
100528 129,"",,,315,-1,1800,25,1,,,,,HOT,,100528,129,918,6,HOT
100528 100532,Wapak,,,1492,1,1618,53,1,,,,,Arterial,,100528,100532,1084,5,Arterial
100528 100533,Wapak,,,1493,1,1560,48,1,,,,,Arterial,,100528,100533,1538,5,Arterial
100529 128,"",,,313,-1,1800,25,1,,,,,HOT,,100529,128,2871,6,HOT
100529 100522,Kemp,,,1486,-1,1676,39,1,,,,,Arterial,,100529,100522,5276,5,Arterial
100529 100530,Kemp,,,1494,1,1800,40,1,,,,,Arterial,,100529,100530,2620,5,Arterial
100530 100529,Kemp,,,1494,-1,1481,40,1,,,,,Arterial,,100530,100529,2620,5,Arterial
100530 100531,Hume,,,1495,1,1800,39,1,,,,,Arterial,,100530,100531,1490,5,Arterial
100531 128,"",,,314,-1,1800,25,1,,,,,HOT,,100531,128,4117,6,HOT
100531 100530,Hume,,,1495,-1,1800,39,1,,,,,Arterial,,100531,100530,1490,5,Arterial
100531 100532,Hume,,,1496,1,1481,39,1,,,,,Arterial,,100531,100532,3753,5,Arterial
100532 100527,Wapak,,,1491,-1,1800,48,1,,,,,Arterial,,100532,100527,2627,5,Arterial
100532 100528,Wapak,,,1492,-1,1734,53,1,,,,,Arterial,,100532,100528,1084,5,Arterial
100532 100531,Hume,,,1496,-1,1618,39,1,,,,,Arterial,,100532,100531,3753,5,Arterial
100532 100534,Hume,,,1497,1,1734,42,1,,,,,Arterial,,100532,100534,1284,5,Arterial
100533 447,"",,,929,-1,1800,41,1,,,,,Highway,,100533,447,813,7,Highway
100533 100528,Wapak,,,1493,-1,1800,48,1,,,,,Arterial,,100533,100528,1538,5,Arterial
100534 129,"",,,316,-1,1800,25,1,,,,,HOT,,100534,129,800,6,HOT
100534 100532,Hume,,,1497,-1,1618,42,1,,,,,Arterial,,100534,100532,1284,5,Arterial
100534 100535,Hume,,,1498,1,1618,30,1,,,,,Arterial,,100534,100535,9335,5,Arterial
100535 105,"",,,248,-1,1800,25,1,,,,,HOT,,100535,105,4035,6,HOT
100535 100534,Hume,,,1498,-1,1560,30,1,,,,,Arterial,,100535,100534,9335,5,Arterial
100535 100536,Hume,,,1499,1,1676,32,1,,,,,Arterial,,100535,100536,3956,5,Arterial
100536 100535,Hume,,,1499,-1,1800,32,1,,,,,Arterial,,100536,100535,3956,5,Arterial
100536 100537,Shawnee,,,1500,1,1800,45,1,,,,,Highway,,100536,100537,2600,7,Highway
100536 100541,Shawnee,,,1501,1,1800,45,1,,,,,Highway,,100536,100541,4039,7,Highway
100536 100542,Hume,,,1502,1,1800,25,1,,,,,Arterial,,100536,100542,3324,5,Arterial
100537 446,"",,,928,-1,1800,41,1,,,,,Highway,,100537,446,718,7,Highway
100537 100536,Shawnee,,,1500,-1,1481,45,1,,,,,Highway,,100537,100536,2600,7,Highway
100538 386,"",,,904,-1,1800,25,1,,,,,HOT,,100538,386,1518,6,HOT
100538 445,"",,,927,-1,1800,41,1,,,,,Highway,,100538,445,597,7,Highway
100538 100539,S Dixie,,,1503,1,1734,43,1,,,,,Highway,,100538,100539,2623,7,Highway
100539 100538,S Dixie,,,1503,-1,1800,43,1,,,,,Highway,,100539,100538,2623,7,Highway
100539 100540,S Dixie,,,1504,1,1734,43,1,,,,,Highway,,100539,100540,4067,7,Highway
100539 100542,Hume,,,1505,1,1676,25,1,,,,,Arterial,,100539,100542,1350,5,Arterial
100540 106,"",,,250,-1,1800,25,1,,,,,HOT,,100540,106,2431,6,HOT
100540 100539,S Dixie,,,1504,-1,1548,43,1,,,,,Highway,,100540,100539,4067,7,Highway
100540 100547,S Dixie,,,1506,1,1676,41,1,,,,,Highway,,100540,100547,4161,7,Highway
100541 105,"",,,249,-1,1800,25,1,,,,,HOT,,100541,105,4033,6,HOT
100541 106,"",,,251,-1,1800,25,1,,,,,HOT,,100541,106,2387,6,HOT
100541 100536,Shawnee,,,1501,-1,1618,45,1,,,,,Highway,,100541,100536,4039,7,Highway
100541 100544,Shawnee,,,1507,1,1734,36,1,,,,,Highway,,100541,100544,3950,7,Highway
100542 386,"",,,905,-1,1800,25,1,,,,,HOT,,100542,386,1962,6,HOT
100542 100536,Hume,,,1502,-1,1618,25,1,,,,,Arterial,,100542,100536,3324,5,Arterial
100542 100539,Hume,,,1505,-1,1734,25,1,,,,,Arterial,,100542,100539,1350,5,Arterial
100543 102,"",,,242,-1,1800,25,1,,,,,HOT,,100543,102,440,6,HOT
100543 100526,Breese,,,1490,-1,1800,40,1,,,,,Arterial,,100543,100526,2577,5,Arterial
100543 100544,Breese,,,1508,1,1676,32,1,,,,,Arterial,,100543,100544,1391,5,Arterial
100544 100541,Shawnee,,,1507,-1,1800,36,1,,,,,Highway,,100544,100541,3950,7,Highway
100544 100543,Breese,,,1508,-1,1800,32,1,,,,,Arterial,,100544,100543,1391,5,Arterial
100544 100545,Shawnee,,,1509,1,1676,37,1,,,,,Highway,,100544,100545,436,7,Highway
100544 100546,Breese,,,1510,1,1734,34,1,,,,,Highway,,100544,100546,2430,7,Highway
100545 102,"",,,243,-1,1800,25,1,,,,,HOT,,100545,102,1358,6,HOT
100545 393,"",,,915,-1,1800,25,1,,,,,HOT,,100545,393,2686,6,HOT
100545 100544,Shawnee,,,1509,-1,1676,37,1,,,,,Highway,,100545,100544,436,7,Highway
100545 100554,Shawnee,,,1511,1,1734,48,1,,,,,Highway,,100545,100554,2175,7,Highway
100546 106,"",,,252,-1,1800,25,1,,,,,HOT,,100546,106,3931,6,HOT
100546 393,"",,,916,-1,1800,25,1,,,,,HOT,,100546,393,1113,6,HOT
100546 100544,Breese,,,1510,-1,1676,34,1,,,,,Highway,,100546,100544,2430,7,Highway
100546 100547,Breese,,,1512,1,1734,36,1,,,,,Highway,,100546,100547,3818,7,Highway
100547 100200,S Dixie,,,1307,-1,1800,43,1,,,,,Highway,,100547,100200,1409,7,Highway
100547 100540,S Dixie,,,1506,-1,1618,41,1,,,,,Highway,,100547,100540,4161,7,Highway
100547 100546,Breese,,,1512,-1,1800,36,1,,,,,Highway,,100547,100546,3818,7,Highway
100547 100548,Breese,,,1513,1,1734,35,1,,,,,Highway,,100547,100548,1137,7,Highway
100548 100547,Breese,,,1513,-1,1676,35,1,,,,,Highway,,100548,100547,1137,7,Highway
100548 100549,Breese,,,1514,1,1734,25,1,,,,,Highway,,100548,100549,631,7,Highway
100548 102538,Ramp,,,1515,1,1734,24,1,,,,,On-Ramp,,100548,102538,1044,3,On-Ramp
100549 100548,Breese,,,1514,-1,1734,25,1,,,,,Highway,,100549,100548,631,7,Highway
100549 100550,Breese,,,1516,1,1734,36,1,,,,,Highway,,100549,100550,564,7,Highway
100549 102537,Ramp,,,1517,1,2112,49,1,,,,,On-Ramp,,100549,102537,1051,3,On-Ramp
100550 107,"",,,253,-1,1800,25,1,,,,,HOT,,100550,107,7966,6,HOT
100550 100549,Breese,,,1516,-1,1734,36,1,,,,,Highway,,100550,100549,564,7,Highway
100550 100622,Breese,,,1518,1,1734,36,1,,,,,Highway,,100550,100622,3345,7,Highway
100551 100200,S Dixie,,,1308,-1,1734,43,1,,,,,Highway,,100551,100200,1432,7,Highway
100551 100552,S Dixie,,,1519,1,1800,43,1,,,,,Highway,,100551,100552,1612,7,Highway
100551 100553,Reed,,,1520,1,1800,31,1,,,,,Arterial,,100551,100553,664,5,Arterial
100552 104,"",,,246,-1,1800,25,1,,,,,HOT,,100552,104,811,6,HOT
100552 100551,S Dixie,,,1519,-1,1618,43,1,,,,,Highway,,100552,100551,1612,7,Highway
100552 100606,S Dixie,,,1521,1,1676,43,1,,,,,Highway,,100552,100606,3996,7,Highway
100553 103,"",,,244,-1,1800,25,1,,,,,HOT,,100553,103,2641,6,HOT
100553 393,"",,,917,-1,1800,25,1,,,,,HOT,,100553,393,4271,6,HOT
100553 100551,Reed,,,1520,-1,1734,31,1,,,,,Arterial,,100553,100551,664,5,Arterial
100553 100554,Reed,,,1522,1,1676,35,1,,,,,Arterial,,100553,100554,6575,5,Arterial
100554 100545,Shawnee,,,1511,-1,1800,48,1,,,,,Highway,,100554,100545,2175,7,Highway
100554 100553,Reed,,,1522,-1,1618,35,1,,,,,Arterial,,100554,100553,6575,5,Arterial
100554 100555,Shawnee,,,1523,1,1548,48,1,,,,,Highway,,100554,100555,1962,7,Highway
100555 100266,Zurmehly,,,1382,-1,1676,32,1,,,,,Arterial,,100555,100266,1034,5,Arterial
100555 100267,Zurmehly,,,1383,-1,1676,32,1,,,,,Arterial,,100555,100267,328,5,Arterial
100555 100554,Shawnee,,,1523,-1,1676,48,1,,,,,Highway,,100555,100554,1962,7,Highway
100555 100556,Shawnee,,,1524,1,1734,48,1,,,,,Highway,,100555,100556,1270,7,Highway
100556 101,"",,,240,-1,1800,25,1,,,,,HOT,,100556,101,1211,6,HOT
100556 100555,Shawnee,,,1524,-1,1676,48,1,,,,,Highway,,100556,100555,1270,7,Highway
100556 100557,Shawnee,,,1525,1,1734,43,1,,,,,Highway,,100556,100557,1159,7,Highway
100557 100500,Shawnee,,,1455,-1,1618,43,1,,,,,Highway,,100557,100500,3544,7,Highway
100557 100556,Shawnee,,,1525,-1,1734,45,1,,,,,Highway,,100557,100556,1159,7,Highway
100557 100558,Ft Amanda,,,1526,1,1734,36,1,,,,,Highway,,100557,100558,1150,7,Highway
100557 100671,Ft Amanda,,,1527,1,1560,42,1,,,,,Arterial,,100557,100671,3357,5,Arterial
100558 101,"",,,241,-1,1800,25,1,,,,,HOT,,100558,101,1179,6,HOT
100558 100557,Ft Amanda,,,1526,-1,1734,38,1,,,,,Highway,,100558,100557,1150,7,Highway
100558 100559,Ft Amanda,,,1528,1,1734,36,1,,,,,Highway,,100558,100559,2334,7,Highway
100559 100558,Ft Amanda,,,1528,-1,1800,36,1,,,,,Highway,,100559,100558,2334,7,Highway
100559 100560,Buckeye,,,1529,1,1800,36,1,,,,,Arterial,,100559,100560,2893,5,Arterial
100559 100561,FT Amanda,,,1530,1,1734,41,1,,,,,Highway,,100559,100561,2754,7,Highway
100560 103,"",,,245,-1,1800,25,1,,,,,HOT,,100560,103,2740,6,HOT
100560 100559,Buckeye,,,1529,-1,1734,36,1,,,,,Arterial,,100560,100559,2893,5,Arterial
100560 100606,Buckeye,,,1531,1,1734,39,1,,,,,Arterial,,100560,100606,2964,5,Arterial
100561 100497,driveway,,,1451,-1,1676,43,1,,,,,Arterial,,100561,100497,784,5,Arterial
100561 100498,Adgate,,,1453,-1,1734,43,1,,,,,Arterial,,100561,100498,2337,5,Arterial
100561 100559,Ft Amanda,,,1530,-1,1734,43,1,,,,,Highway,,100561,100559,2754,7,Highway
100561 100569,Ft Amanda,,,1532,1,1734,43,1,,,,,Highway,,100561,100569,6018,7,Highway
100562 99,"",,,235,-1,1800,25,1,,,,,HOT,,100562,99,1170,6,HOT
100562 100589,S Dixie,,,1533,1,1734,36,1,,,,,Highway,,100562,100589,247,7,Highway
100562 102544,S Dixie,,,1534,1,1734,35,2,,,,,Highway,,100562,102544,1213,7,Highway
100563 120,"",,,291,-1,1800,25,1,,,,,HOT,,100563,120,1702,6,HOT
100563 100500,Shawnee,,,1456,-1,1734,43,1,,,,,Highway,,100563,100500,1518,7,Highway
100563 100566,Shawnee,,,1535,1,1548,43,1,,,,,Highway,,100563,100566,1171,7,Highway
100564 100506,Spencerville,,,1468,-1,1618,49,1,,,,,Highway,,100564,100506,4676,7,Highway
100564 100736,Seriff,,,1536,1,1618,30,1,,,,,Arterial,,100564,100736,3963,5,Arterial
100564 104445,Spencerville,,,1537,1,1734,41,1,,,,,Highway,,100564,104445,1193,7,Highway
100565 120,"",,,292,-1,1800,25,1,,,,,HOT,,100565,120,1313,6,HOT
100565 394,"",,,918,-1,1800,25,1,,,,,HOT,,100565,394,764,6,HOT
100565 100566,Spencerville,,,1538,1,1734,43,1,,,,,Highway,,100565,100566,1842,7,Highway
100565 104445,Spencerville,,,1539,1,1734,41,1,,,,,Highway,,100565,104445,1578,7,Highway
100566 100193,Western,,,1303,-1,1676,34,1,,,,,Arterial,,100566,100193,896,5,Arterial
100566 100563,Shawnee,,,1535,-1,1657,43,1,,,,,Highway,,100566,100563,1171,7,Highway
100566 100565,Spencerville,,,1538,-1,1734,41,1,,,,,Highway,,100566,100565,1842,7,Highway
100566 101837,Spencerville,,,1540,1,1800,43,1,,,,,Highway,,100566,101837,2243,7,Highway
100567 101830,Cable,,,1541,1,1676,35,1,,,,,Highway,,100567,101830,755,7,Highway
100567 101831,Spencerville,,,1542,1,1548,45,1,,,,,Highway,,100567,101831,1057,7,Highway
100567 101837,Spencerville,,,1543,1,1421,43,1,,,,,Highway,,100567,101837,317,7,Highway
100568 47,"",,,126,-1,1800,25,1,,,,,HOT,,100568,47,1907,6,HOT
100568 100136,Slabtown,,,1202,-1,1734,48,1,,,,,Arterial,,100568,100136,4631,5,Arterial
100568 100137,Slabtown,,,1208,-1,1734,48,1,,,,,Arterial,,100568,100137,5806,5,Arterial
100569 100561,Ft Amanda,,,1532,-1,1734,43,1,,,,,Highway,,100569,100561,6018,7,Highway
100569 100570,Oxford,,,1544,1,1734,38,1,,,,,Arterial,,100569,100570,1399,5,Arterial
100569 101835,Collett,,,1545,1,1734,33,1,,,,,Highway,,100569,101835,1160,7,Highway
100570 95,"",,,224,-1,1800,25,1,,,,,HOT,,100570,95,471,6,HOT
100570 100569,Oxford,,,1544,-1,1734,38,1,,,,,Arterial,,100570,100569,1399,5,Arterial
100570 100572,Vine,,,1546,1,1734,38,1,,,,,Arterial,,100570,100572,1151,5,Arterial
100571 78,"",,,188,-1,1800,25,1,,,,,HOT,,100571,78,1097,6,HOT
100571 100582,Vine,,,1547,1,1548,35,1,,,,,Arterial,,100571,100582,344,5,Arterial
100572 100570,Vine,,,1546,-1,1800,38,1,,,,,Arterial,,100572,100570,1151,5,Arterial
100572 100573,Vine,,,1548,1,1421,38,1,,,,,Arterial,,100572,100573,869,5,Arterial
100572 100587,Metcalf,,,1549,1,1734,36,1,,,,,Highway,,100572,100587,841,7,Highway
100572 101838,Metcalf,,,1550,1,1421,37,1,,,,,Highway,,100572,101838,1500,7,Highway
100573 96,"",,,226,-1,1800,25,1,,,,,HOT,,100573,96,273,6,HOT
