"Physical_Link_ID","Name","A_Node","B_Node","AB_Link","BA_Link","Grade","Geometry","Length","ROWWidth","Jurisdiction"
825,NA,349,104320,"349 104320","104320 349",0,"LINESTRING(1578685.54 1017888.8,1578386.399 1021022.35)",3147,NA,NA
826,NA,350,103992,"350 103992","103992 350",0,"LINESTRING(1578498.747 1011537.849,1578219.957 1008861.676)",2690,NA,NA
827,NA,350,103993,"350 103993","103993 350",0,"LINESTRING(1578498.747 1011537.849,1578293.352 1014152.524)",2622,NA,NA
828,NA,351,103518,"351 103518","103518 351",0,"LINESTRING(1578265.256 1006120.861,1578141.489 1003582.981)",2540,NA,NA
829,NA,351,103992,"351 103992","103992 351",0,"LINESTRING(1578265.256 1006120.861,1578219.957 1008861.676)",2741,NA,NA
830,NA,352,104005,"352 104005","104005 352",0,"LINESTRING(1567217.961 1009275.259,1568057.879 1008556.124)",1105,NA,NA
831,NA,352,104052,"352 104052","104052 352",0,"LINESTRING(1567217.961 1009275.259,1566319.206 1008642.174)",1099,NA,NA
832,NA,353,104053,"353 104053","104053 353",0,"LINESTRING(1568795.022 1006878.579,1570196.854 1006222.884)",1547,NA,NA
833,NA,353,104168,"353 104168","104168 353",0,"LINESTRING(1568795.022 1006878.579,1567119.273 1007919.141)",1972,NA,NA
834,NA,354,103988,"354 103988","103988 354",0,"LINESTRING(1566353.122 1008122.14,1563628.414 1006153.44)",3361,NA,NA
835,NA,354,104052,"354 104052","104052 354",0,"LINESTRING(1566353.122 1008122.14,1566319.206 1008642.174)",521,NA,NA
836,NA,354,104168,"354 104168","104168 354",0,"LINESTRING(1566353.122 1008122.14,1567119.273 1007919.141)",792,NA,NA
837,NA,355,103986,"355 103986","103986 355",0,"LINESTRING(1558145.622 1007014.24,1559624.715 1003549.952)",3766,NA,NA
838,NA,355,104057,"355 104057","104057 355",0,"LINESTRING(1558145.622 1007014.24,1554441.729 1006938.43)",3704,NA,NA
839,NA,355,104231,"355 104231","104231 355",0,"LINESTRING(1558145.622 1007014.24,1558769.562 1010148.709)",3195,NA,NA
840,NA,356,100157,"356 100157","100157 356",0,"LINESTRING(1559448.321 1000130.716,1554381.104 1001890.772)",5364,NA,NA
841,NA,356,103986,"356 103986","103986 356",0,"LINESTRING(1559448.321 1000130.716,1559624.715 1003549.952)",3423,NA,NA
842,NA,356,104140,"356 104140","104140 356",0,"LINESTRING(1559448.321 1000130.716,1556909.016 998235.812)",3168,NA,NA
843,NA,357,104061,"357 104061","104061 357",0,"LINESTRING(1562147.626 995663.938,1561333.659 998241.5)",2703,NA,NA
844,NA,357,104143,"357 104143","104143 357",0,"LINESTRING(1562147.626 995663.938,1561967 992953.063)",2716,NA,NA
845,NA,358,103518,"358 103518","103518 358",0,"LINESTRING(1578311.999 1000353.515,1578141.489 1003582.981)",3233,NA,NA
846,NA,358,104004,"358 104004","104004 358",0,"LINESTRING(1578311.999 1000353.515,1578066.835 998299.875)",2068,NA,NA
847,NA,359,103535,"359 103535","103535 359",0,"LINESTRING(1579331.371 995618.687,1580614.569 998275.562)",2950,NA,NA
848,NA,359,104159,"359 104159","104159 359",0,"LINESTRING(1579331.371 995618.687,1575209.498 992876.375)",4950,NA,NA
849,NA,360,104111,"360 104111","104111 360",0,"LINESTRING(1575445.505 989008.5,1574427.384 988322.813)",1227,NA,NA
850,NA,360,104165,"360 104165","104165 360",0,"LINESTRING(1575445.505 989008.5,1574473.947 990594.063)",1859,NA,NA
851,NA,361,103510,"361 103510","103510 361",0,"LINESTRING(1581791.777 986789.438,1580455.144 987541.313)",1533,NA,NA
852,NA,361,104106,"361 104106","104106 361",0,"LINESTRING(1581791.777 986789.438,1578338.535 979630.438)",7948,NA,NA
853,NA,361,104159,"361 104159","104159 361",0,"LINESTRING(1581791.777 986789.438,1575209.498 992876.375)",8965,NA,NA
854,NA,362,104094,"362 104094","104094 362",0,"LINESTRING(1573223.07 984285.812,1569753.234 982317.813)",3989,NA,NA
855,NA,362,104106,"362 104106","104106 362",0,"LINESTRING(1573223.07 984285.812,1578338.535 979630.438)",6916,NA,NA
856,NA,362,104162,"362 104162","104162 362",0,"LINESTRING(1573223.07 984285.812,1572179.401 988933.438)",4763,NA,NA
857,NA,363,104164,"363 104164","104164 363",0,"LINESTRING(1572976.133 989841.938,1573703.167 988935.25)",1162,NA,NA
858,NA,363,104165,"363 104165","104165 363",0,"LINESTRING(1572976.133 989841.938,1574473.947 990594.063)",1676,NA,NA
859,NA,364,104089,"364 104089","104089 364",0,"LINESTRING(1566061.89 985736.562,1560515.097 984106.313)",5781,NA,NA
860,NA,364,104091,"364 104091","104091 364",0,"LINESTRING(1566061.89 985736.562,1564566.833 988954.5)",3548,NA,NA
861,NA,364,104094,"364 104094","104094 364",0,"LINESTRING(1566061.89 985736.562,1569753.234 982317.813)",5031,NA,NA
862,NA,365,100661,"365 100661","100661 365",0,"LINESTRING(1556431.338 990088.875,1555596.226 986482.25)",3702,NA,NA
863,NA,365,103502,"365 103502","103502 365",0,"LINESTRING(1556431.338 990088.875,1556616.54 993021.25)",2938,NA,NA
864,NA,365,103503,"365 103503","103503 365",0,"LINESTRING(1556431.338 990088.875,1554239.77 990397.5)",2213,NA,NA
865,NA,365,104088,"365 104088","104088 365",0,"LINESTRING(1556431.338 990088.875,1558548.995 991788.625)",2715,NA,NA
866,NA,366,104128,"366 104128","104128 366",0,"LINESTRING(1558269.166 985104.5,1558668.151 984717)",556,NA,NA
867,NA,366,104133,"366 104133","104133 366",0,"LINESTRING(1558269.166 985104.5,1557874.167 984695.75)",568,NA,NA
868,NA,367,103415,"367 103415","103415 367",0,"LINESTRING(1557045.204 984061.063,1555450.145 985011.5)",1856,NA,NA
869,NA,367,104112,"367 104112","104112 367",0,"LINESTRING(1557045.204 984061.063,1558145.152 984253.625)",1116,NA,NA
870,NA,367,104133,"367 104133","104133 367",0,"LINESTRING(1557045.204 984061.063,1557874.167 984695.75)",1044,NA,NA
871,NA,368,103563,"368 103563","103563 368",0,"LINESTRING(1556414.651 970595.688,1556285.474 971836.438)",1247,NA,NA
872,NA,368,103583,"368 103583","103583 368",0,"LINESTRING(1556414.651 970595.688,1556449.327 969149.25)",1446,NA,NA
873,NA,368,104125,"368 104125","104125 368",0,"LINESTRING(1556414.651 970595.688,1559010.666 970709.75)",2598,NA,NA
874,NA,369,104102,"369 104102","104102 369",0,"LINESTRING(1564026.318 969962.375,1562997.678 971720.375)",2036,NA,NA
875,NA,369,104104,"369 104104","104104 369",0,"LINESTRING(1564026.318 969962.375,1563385.286 969121.062)",1057,NA,NA
876,NA,370,104102,"370 104102","104102 370",0,"LINESTRING(1562135.936 975656,1562997.678 971720.375)",4028,NA,NA
877,NA,370,104108,"370 104108","104108 370",0,"LINESTRING(1562135.936 975656,1563058.38 978488.188)",2978,NA,NA
878,NA,370,104118,"370 104118","104118 370",0,"LINESTRING(1562135.936 975656,1559067.133 977085.125)",3385,NA,NA
879,NA,371,104086,"371 104086","104086 371",0,"LINESTRING(1564453.905 980697,1569720.75 979667.75)",5366,NA,NA
880,NA,371,104089,"371 104089","104089 371",0,"LINESTRING(1564453.905 980697,1560515.097 984106.313)",5209,NA,NA
881,NA,371,104108,"371 104108","104108 371",0,"LINESTRING(1564453.905 980697,1563058.38 978488.188)",2612,NA,NA
882,NA,372,104062,"372 104062","104062 372",0,"LINESTRING(1574896.016 974058.188,1579036.853 977748.938)",5546,NA,NA
883,NA,372,104149,"372 104149","104149 372",0,"LINESTRING(1574896.016 974058.188,1569658.149 974376.25)",5247,NA,NA
884,NA,372,104151,"372 104151","104151 372",0,"LINESTRING(1574896.016 974058.188,1574738.019 969067.313)",4993,NA,NA
885,NA,373,104063,"373 104063","104063 373",0,"LINESTRING(1582817.617 970277.438,1581845.005 970242.063)",973,NA,NA
886,NA,374,104394,"374 104394","104394 374",0,"LINESTRING(1587471.144 1058835.099,1586779.217 1058894.021)",694,NA,NA
887,NA,375,104400,"375 104400","104400 375",0,"LINESTRING(1587388.951 1055115.851,1586746 1054514)",880,NA,NA
888,NA,376,104411,"376 104411","104411 376",0,"LINESTRING(1589258.849 1056862.459,1589183.764 1056496.217)",373,NA,NA
889,NA,377,104429,"377 104429","104429 377",0,"LINESTRING(1591005.457 1055259.69,1591718.194 1056497.575)",1428,NA,NA
890,NA,378,100190,"378 100190","100190 378",0,"LINESTRING(1549988.305 1005585.04,1549153.251 1005576.554)",835,NA,NA
891,NA,378,100191,"378 100191","100191 378",0,"LINESTRING(1549988.305 1005585.04,1551287.134 1003626.627)",2349,NA,NA
892,NA,378,104057,"378 104057","104057 378",0,"LINESTRING(1549988.305 1005585.04,1554441.729 1006938.43)",4654,NA,NA
893,NA,379,100774,"379 100774","100774 379",0,"LINESTRING(1499110.175 1015999.815,1496608.974 1015594.616)",2533,NA,NA
894,NA,379,100776,"379 100776","100776 379",0,"LINESTRING(1499110.175 1015999.815,1498711.508 1014436.44)",1613,NA,NA
895,NA,379,100778,"379 100778","100778 379",0,"LINESTRING(1499110.175 1015999.815,1501918.764 1015933.159)",2809,NA,NA
896,NA,380,100777,"380 100777","100777 380",0,"LINESTRING(1503223.151 1014791.948,1503451.12 1014382.986)",468,NA,NA
897,NA,381,101750,"381 101750","101750 381",0,"LINESTRING(1504216.799 1014811.056,1504555.842 1015077.891)",431,NA,NA
898,NA,382,101792,"382 101792","101792 382",0,"LINESTRING(1513271.994 1009108.864,1513488.036 1009313.437)",297,NA,NA
899,NA,383,101798,"383 101798","101798 383",0,"LINESTRING(1514503.504 1006636.228,1514611.35 1005772.203)",870,NA,NA
900,NA,384,101745,"384 101745","101745 384",0,"LINESTRING(1517893.599 1005471.779,1517801.82 1005793.006)",334,NA,NA
901,NA,384,101865,"384 101865","101865 384",0,"LINESTRING(1517893.599 1005471.779,1517841.973 1005179.232)",297,NA,NA
902,NA,385,101898,"385 101898","101898 385",0,"LINESTRING(1520707.915 1010629.439,1519240.345 1008949.938)",2230,NA,NA
903,NA,385,101900,"385 101900","101900 385",0,"LINESTRING(1520707.915 1010629.439,1521427.106 1010202.493)",836,NA,NA
904,NA,386,100538,"386 100538","100538 386",0,"LINESTRING(1513699.205 972805.568,1515053.328 972118)",1518,NA,NA
905,NA,386,100542,"386 100542","100542 386",0,"LINESTRING(1513699.205 972805.568,1513721.501 974767.566)",1962,NA,NA
906,NA,387,100495,"387 100495","100495 387",0,"LINESTRING(1506960.691 987906.056,1503923.13 987621.163)",3050,NA,NA
907,NA,387,100671,"387 100671","100671 387",0,"LINESTRING(1506960.691 987906.056,1507198.89 989537.562)",1648,NA,NA
908,NA,388,100494,"388 100494","100494 388",0,"LINESTRING(1502549.957 984191.754,1503893.706 983840.237)",1388,NA,NA
909,NA,388,100524,"388 100524","100524 388",0,"LINESTRING(1502549.957 984191.754,1502805.035 982810.413)",1404,NA,NA
910,NA,389,100203,"389 100203","100203 389",0,"LINESTRING(1512645.99 1013081.041,1514817.26 1013044.503)",2171,NA,NA
911,NA,390,100104,"390 100104","100104 390",0,"LINESTRING(1532738.994 1003764.173,1530986.15 1002725.86)",2037,NA,NA
912,NA,391,100105,"391 100105","100105 391",0,"LINESTRING(1536892.297 1004886.687,1536106.94 1003764.878)",1369,NA,NA
913,NA,392,100161,"392 100161","100161 392",0,"LINESTRING(1542420.679 999442.494,1543779.963 1000516.199)",1732,NA,NA
914,NA,393,100200,"393 100200","100200 393",0,"LINESTRING(1513108.181 983833.798,1517262.836 984012.318)",4158,NA,NA
915,NA,393,100545,"393 100545","100545 393",0,"LINESTRING(1513108.181 983833.798,1510501.416 983183.875)",2686,NA,NA
916,NA,393,100546,"393 100546","100546 393",0,"LINESTRING(1513108.181 983833.798,1512944 982732)",1113,NA,NA
917,NA,393,100553,"393 100553","100553 393",0,"LINESTRING(1513108.181 983833.798,1517103 985345)",4271,NA,NA
918,NA,394,100565,"394 100565","100565 394",0,"LINESTRING(1509391.713 996378.909,1508745.998 995968.938)",764,NA,NA
919,NA,394,101837,"394 101837","101837 394",0,"LINESTRING(1509391.713 996378.909,1511944.727 997772.062)",2908,NA,NA
920,NA,395,100737,"395 100737","100737 395",0,"LINESTRING(1502721.544 999251.463,1504256.639 1001201.411)",2481,NA,NA
921,NA,440,100186,"440 100186","100186 440",0,"LINESTRING(1543322.255 966083.563,1543316 967098)",1014,NA,NA
922,NA,441,100631,"441 100631","100631 441",0,"LINESTRING(1527302.703 965625.25,1527217 966688)",1066,NA,NA
923,NA,442,100674,"442 100674","100674 442",0,"LINESTRING(1522274 970275,1522283 970847)",572,NA,NA
924,NA,443,100629,"443 100629","100629 443",0,"LINESTRING(1521323 971005,1521753 971005)",430,NA,NA
925,NA,444,102540,"444 102540","102540 444",0,"LINESTRING(1515467.123 970736.062,1515784.421 972134.25)",1433,NA,NA
926,NA,444,102541,"444 102541","102541 444",0,"LINESTRING(1515467.123 970736.062,1515863.658 972111)",1430,NA,NA
927,NA,445,100538,"445 100538","100538 445",0,"LINESTRING(1515013 971522,1515053.328 972118)",597,NA,NA
928,NA,446,100537,"446 100537","100537 446",0,"LINESTRING(1510372 971440,1510406.687 972158.063)",718,NA,NA
929,NA,447,100533,"447 100533","100533 447",0,"LINESTRING(1495696.325 971475.812,1495798.941 972282.875)",813,NA,NA
930,NA,448,100760,"448 100760","100760 448",0,"LINESTRING(1476486.949 981648.606,1476483 982613)",972,NA,NA
931,NA,449,100763,"449 100763","100763 449",0,"LINESTRING(1469412.599 981692.875,1469407 982599)",906,NA,NA
932,NA,450,100764,"450 100764","100764 450",0,"LINESTRING(1464134.614 981536.875,1464125 982599)",1062,NA,NA
933,NA,451,103672,"451 103672","103672 451",0,"LINESTRING(1450774.919 981966.438,1451280.13 983369.5)",1491,NA,NA
934,NA,452,103572,"452 103572","103572 452",0,"LINESTRING(1440552.679 988790.875,1442482.991 988835.188)",1930,NA,NA
935,NA,453,103577,"453 103577","103577 453",0,"LINESTRING(1440418.787 994272.75,1442567.19 994149.812)",2151,NA,NA
936,NA,454,103681,"454 103681","103681 454",0,"LINESTRING(1440149.796 1001938.962,1442699.229 1002070.65)",2552,NA,NA
937,NA,455,103576,"455 103576","103576 455",0,"LINESTRING(1441521.711 1025865.924,1443134.979 1025867.615)",1613,NA,NA
938,NA,456,103575,"456 103575","103575 456",0,"LINESTRING(1441730.922 1031245.625,1443219.923 1031240.854)",1489,NA,NA
939,NA,457,100765,"457 100765","100765 457",0,"LINESTRING(1453715.699 1032620.437,1453709 1031579)",1041,NA,NA
940,NA,458,103716,"458 103716","103716 458",0,"LINESTRING(1455254.23 1039980.263,1456124.024 1040240.616)",907,NA,NA
941,NA,459,103638,"459 103638","103638 459",0,"LINESTRING(1454608.033 1042691.016,1455643.356 1042352.98)",1089,NA,NA
942,NA,460,103630,"460 103630","103630 460",0,"LINESTRING(1456058.912 1044853.062,1456567.303 1044270.321)",773,NA,NA
943,NA,461,103830,"461 103830","103830 461",0,"LINESTRING(1459277.642 1047669.45,1459476.211 1046726.751)",963,NA,NA
944,NA,462,103796,"462 103796","103796 462",0,"LINESTRING(1462207.013 1047869.082,1462307.925 1046699.463)",1173,NA,NA
945,NA,463,103800,"463 103800",NA,0,"LINESTRING(1463686.461 1047667.339,1464611.975 1046677.302)",1355,NA,NA
946,NA,464,103929,"464 103929","103929 464",0,"LINESTRING(1480802.979 1047760.472,1480772.165 1046472.828)",1288,NA,NA
947,NA,465,103970,"465 103970","103970 465",0,"LINESTRING(1501299.948 1047177.7,1501624.424 1046021.91)",1200,NA,NA
948,NA,466,103586,"466 103586","103586 466",0,"LINESTRING(1515329.815 1047409.054,1515323.75 1045897.571)",1511,NA,NA
949,NA,467,104381,"467 104381","104381 467",0,"LINESTRING(1534565.446 1063067.043,1534314.815 1061808.161)",1283,NA,NA
950,NA,468,104380,"468 104380","104380 468",0,"LINESTRING(1539209.433 1063092.531,1539196.782 1061759.452)",1333,NA,NA
951,NA,469,104387,"469 104387","104387 469",0,"LINESTRING(1560629.06 1067992.873,1560435.899 1066967.332)",1043,NA,NA
952,NA,470,103512,"470 103512","103512 470",0,"LINESTRING(1581616.068 1067879.162,1581595.287 1066765.231)",1114,NA,NA
953,NA,471,103513,"471 103513","103513 471",0,"LINESTRING(1586977.272 1068073.203,1586879.987 1066714.853)",1361,NA,NA
954,NA,472,104412,"472 104412","104412 472",0,"LINESTRING(1588073.377 1061114.363,1587215 1060367)",1138,NA,NA
955,NA,473,104436,"473 104436",NA,0,"LINESTRING(1592762.945 1058564.938,1591835.692 1057876.77)",1154,NA,NA
956,NA,474,104430,"474 104430","104430 474",0,"LINESTRING(1593346.365 1056731.332,1592214.795 1056487.17)",1157,NA,NA
957,NA,475,104415,"475 104415","104415 475",0,"LINESTRING(1588652.7 1035375.691,1587159 1035338)",1494,NA,NA
958,NA,476,104417,"476 104417",NA,0,"LINESTRING(1588679.005 1033227.841,1587264 1032953)",1441,NA,NA
959,NA,477,104420,"477 104420","104420 477",0,"LINESTRING(1589179.079 1014225.018,1587563 1014171)",1616,NA,NA
960,NA,478,104422,"478 104422","104422 478",0,"LINESTRING(1588556.577 1003525.709,1587038 1003525)",1518,NA,NA
961,NA,479,104423,"479 104423","104423 479",0,"LINESTRING(1588995.849 998210.5,1587229 998226)",1766,NA,NA
962,NA,480,103584,"480 103584","103584 480",0,"LINESTRING(1573593.431 964551,1571674.131 966430.437)",2686,NA,NA
963,NA,481,103585,"481 103585","103585 481",0,"LINESTRING(1559674.697 964634.313,1558964.057 966499)",1995,NA,NA
964,NA,482,100512,"482 100512","100512 482",0,"LINESTRING(1539567.07 968140,1539378.406 969654.938)",1526,NA,NA
965,NA,483,102546,"483 102546","102546 483",0,"LINESTRING(1532644.425 968536.938,1532656 969862)",1325,NA,NA
966,NA,484,103865,"484 103865","103865 484",0,"LINESTRING(1485350.555 981484.875,1485342.198 983021.938)",1537,NA,NA
967,NA,485,103835,"485 103835","103835 485",0,"LINESTRING(1471402.543 1047848.327,1471754.809 1046592.196)",1304,NA,NA
968,NA,486,103948,"486 103948","103948 486",0,"LINESTRING(1499999.197 1046662.29,1499277.511 1046043.649)",950,NA,NA
969,NA,487,103560,"487 103560","103560 487",0,"LINESTRING(1549944.505 1062783.599,1549929.817 1061652.277)",1131,NA,NA
970,NA,488,104389,"488 104389","104389 488",0,"LINESTRING(1571029.595 1067659.526,1571055.584 1066858.299)",801,NA,NA
971,NA,489,104414,"489 104414","104414 489",0,"LINESTRING(1588178.931 1045646.352,1587108.848 1045971.276)",1118,NA,NA
972,NA,490,104421,"490 104421","104421 490",0,"LINESTRING(1588732.286 1008884.837,1587515 1008872)",1217,NA,NA
973,NA,491,103511,"491 103511","103511 491",0,"LINESTRING(1587282.686 987580.125,1585828.031 987590.188)",1454,NA,NA
974,NA,492,103525,"492 103525","103525 492",0,"LINESTRING(1585355.231 967341.812,1585498.755 969005.438)",1669,NA,NA
975,NA,492,103530,"492 103530","103530 492",0,"LINESTRING(1585355.231 967341.812,1583547.702 966326.875)",2072,NA,NA
976,NA,493,104307,"493 104307","104307 493",0,"LINESTRING(1564727.996 1035650.288,1564762.848 1035302.987)",349,NA,NA
977,NA,100000,100001,"100000 100001","100001 100000",0,"LINESTRING(1522861.781 1002980.753,1523125.909 1002977.873)",264,NA,NA
978,NA,100000,100283,"100000 100283","100283 100000",0,"LINESTRING(1522861.781 1002980.753,1522640.668 1002989.639)",221,NA,NA
979,NA,100000,100289,"100000 100289",NA,0,"LINESTRING(1522861.781 1002980.753,1522865.058 1002771.247)",209,NA,NA
980,NA,100001,100002,"100001 100002","100002 100001",0,"LINESTRING(1523125.909 1002977.873,1523448.678 1002967.757)",322,NA,NA
981,NA,100001,101998,"100001 101998",NA,0,"LINESTRING(1523125.909 1002977.873,1523143 1003235)",257,NA,NA
982,NA,100002,100003,"100002 100003","100003 100002",0,"LINESTRING(1523448.678 1002967.757,1523610 1002962,1523664.226 1002961.008)",215,NA,NA
983,NA,100003,100004,"100003 100004","100004 100003",0,"LINESTRING(1523664.226 1002961.008,1523854.344 1002961.414)",190,NA,NA
984,NA,100003,100008,"100003 100008","100008 100003",0,"LINESTRING(1523664.226 1002961.008,1523666.177 1002777.952)",183,NA,NA
985,NA,100003,101997,"100003 101997","101997 100003",0,"LINESTRING(1523664.226 1002961.008,1523666.177 1003224.848)",263,NA,NA
986,NA,100004,100005,"100004 100005","100005 100004",0,"LINESTRING(1523854.344 1002961.414,1524144.13 1002964.145)",289,NA,NA
987,NA,100005,100006,"100005 100006","100006 100005",0,"LINESTRING(1524144.13 1002964.145,1524436.415 1002954.583)",292,NA,NA
988,NA,100005,100007,"100005 100007",NA,0,"LINESTRING(1524144.13 1002964.145,1524141.299 1002763.839)",200,NA,NA
989,NA,100006,100097,"100006 100097","100097 100006",0,"LINESTRING(1524436.415 1002954.583,1525028.745 1002935.331)",592,NA,NA
990,NA,100006,101995,"100006 101995",NA,0,"LINESTRING(1524436.415 1002954.583,1524432.957 1003196.623)",242,NA,NA
991,NA,100007,100018,"100007 100018",NA,0,"LINESTRING(1524141.299 1002763.839,1524130.718 1002489.844)",274,NA,NA
992,NA,100008,100016,"100008 100016","100016 100008",0,"LINESTRING(1523666.177 1002777.952,1523654.898 1002498.662)",279,NA,NA
993,NA,100009,100001,"100009 100001",NA,0,"LINESTRING(1523129 1002769,1523125.909 1002977.873)",208,NA,NA
