From,To,NumMidPoints,Shape_Points
103836,103835,5,"1473127 1043071,1473132 1043937,1472554 1045075,1471985 1046217,1471862 1046432,"
103837,103836,4,"1469965 1042021,1470160 1042009,1470312 1042002,1470811 1041854,"
103835,103836,5,"1471862 1046432,1471985 1046217,1472554 1045075,1473132 1043937,1473127 1043071,"
103836,103837,4,"1470811 1041854,1470312 1042002,1470160 1042009,1469965 1042021,"
103849,103838,5,"1468149 1037400,1468349 1037398,1468659 1037363,1469249 1037297,1469607 1037255,"
103737,103838,12,"1472462 1036037,1472404 1036110,1472399 1036177,1472398 1036289,1472314 1036393,1472156 1036505,1471984 1036640,1471791 1036722,1471534 1036817,1471211 1036926,1470808 1037024,1470365 1037115,"
103840,103839,10,"1469236 1040927,1469153 1041033,1469066 1041143,1468977 1041258,1468884 1041377,1468788 1041501,1468690 1041628,1468588 1041761,1468483 1041897,1468375 1042038,"
103841,103840,33,"1470690 1039346,1470634 1039389,1470581 1039429,1470532 1039467,1470486 1039503,1470442 1039537,1470402 1039569,1470366 1039598,1470332 1039625,1470302 1039651,1470275 1039673,1470251 1039694,1470231 1039712,1470214 1039729,1470199 1039743,1470185 1039758,1470167 1039778,1470146 1039803,1470121 1039832,1470092 1039866,1470060 1039905,1470024 1039948,1469984 1039995,1469941 1040048,1469894 1040105,1469844 1040167,1469790 1040233,1469733 1040304,1469672 1040380,1469607 1040460,1469539 1040545,1469468 1040634,1469393 1040727,"
103842,103841,37,"1472550 1038640,1472502 1038642,1472455 1038646,1472408 1038650,1472362 1038655,1472316 1038661,1472271 1038668,1472227 1038676,1472183 1038684,1472139 1038692,1472096 1038702,1472052 1038711,1472009 1038722,1471966 1038732,1471923 1038743,1471880 1038755,1471837 1038767,1471795 1038779,1471753 1038792,1471711 1038806,1471668 1038820,1471627 1038834,1471585 1038849,1471543 1038865,1471498 1038883,1471452 1038903,1471403 1038925,1471353 1038949,1471301 1038976,1471247 1039004,1471191 1039034,1471134 1039066,1471074 1039100,1471012 1039137,1470949 1039175,1470883 1039215,1470816 1039257,"
104405,103841,74,"1472597 1036191,1472606 1036392,1472613 1036583,1472619 1036763,1472624 1036932,1472627 1037091,1472629 1037239,1472630 1037377,1472629 1037504,1472626 1037621,1472623 1037726,1472618 1037822,1472612 1037906,1472604 1037980,1472595 1038043,1472585 1038100,1472575 1038155,1472564 1038207,1472553 1038256,1472542 1038303,1472530 1038347,1472518 1038389,1472505 1038429,1472492 1038466,1472479 1038500,1472464 1038532,1472450 1038562,1472436 1038589,1472420 1038614,1472405 1038636,1472389 1038657,1472372 1038677,1472354 1038698,1472336 1038718,1472316 1038738,1472296 1038758,1472275 1038778,1472254 1038797,1472231 1038817,1472207 1038836,1472183 1038855,1472158 1038874,1472132 1038893,1472105 1038911,1472078 1038930,1472049 1038947,1472020 1038964,1471989 1038978,1471958 1038992,1471925 1039004,1471892 1039014,1471857 1039024,1471822 1039031,1471785 1039038,1471748 1039043,1471710 1039047,1471670 1039049,1471630 1039050,1471589 1039049,1471546 1039047,1471503 1039046,1471458 1039047,1471411 1039051,1471364 1039057,1471315 1039067,1471264 1039078,1471212 1039093,1471159 1039110,1471104 1039129,1471048 1039152,1470991 1039176,1470932 1039204,1470872 1039234,1470810 1039266,"
103843,103844,10,"1468270 1042030,1468356 1041918,1468441 1041807,1468524 1041699,1468605 1041592,1468686 1041488,1468764 1041385,1468841 1041284,1468916 1041185,1468989 1041088,"
103848,103844,12,"1467767 1041988,1467790 1041918,1467817 1041858,1467854 1041807,1467903 1041762,1467955 1041730,1468021 1041705,1468207 1041673,1468315 1041651,1468389 1041628,1468467 1041595,1468525 1041559,"
103844,103845,33,"1469132 1040899,1469201 1040808,1469269 1040718,1469334 1040631,1469399 1040545,1469464 1040461,1469528 1040380,1469592 1040300,1469655 1040223,1469719 1040147,1469782 1040074,1469844 1040003,1469907 1039933,1469969 1039866,1470031 1039801,1470092 1039738,1470153 1039677,1470214 1039618,1470274 1039561,1470336 1039506,1470400 1039451,1470465 1039398,1470533 1039345,1470603 1039293,1470675 1039241,1470749 1039191,1470825 1039141,1470904 1039092,1470984 1039044,1471067 1038997,1471151 1038951,1471238 1038905,1471327 1038861,"
103845,103846,14,"1471510 1038779,1471606 1038745,1471703 1038713,1471803 1038683,1471903 1038656,1472004 1038631,1472108 1038609,1472213 1038588,1472319 1038570,1472426 1038555,1472536 1038542,1472646 1038531,1472758 1038523,1472872 1038517,"
103736,103846,1,"1473099 1038063,"
103840,103847,7,"1469014 1041283,1468966 1041369,1468921 1041449,1468890 1041531,1468868 1041610,1468855 1041693,1468849 1041785,"
103802,103848,6,"1467582 1042810,1467685 1042617,1467735 1042501,1467759 1042407,1467773 1042328,1467770 1042255,"
103724,103849,1,"1468922 1036775,"
103838,103849,5,"1469607 1037255,1469249 1037297,1468659 1037363,1468349 1037398,1468149 1037400,"
103856,103855,6,"1472832 1039175,1472732 1039596,1472703 1039734,1472692 1039845,1472736 1039981,1473098 1040546,"
103834,103855,1,"1473770 1040785,"
103855,103856,6,"1473098 1040546,1472736 1039981,1472692 1039845,1472703 1039734,1472732 1039596,1472832 1039175,"
103623,103857,1,"1475365 1039124,"
103866,103859,2,"1481288 983136,1482286 983392,"
103635,103860,7,"1480577 992121,1481054 992196,1481438 992247,1481810 992271,1482148 992290,1482356 992281,1482535 992270,"
103864,103860,4,"1484857 992126,1484324 992042,1484040 992068,1483283 992163,"
100513,103861,1,"1488012 984923,"
100501,103862,3,"1490761 993396,1489546 993069,1489023 992924,"
103860,103864,4,"1483283 992163,1484040 992068,1484324 992042,1484857 992126,"
103859,103866,2,"1482286 983392,1481288 983136,"
103871,103870,1,"1485546 998852,"
103870,103871,1,"1485546 998852,"
103873,103871,2,"1483562 1006796,1484895 1006776,"
103871,103873,2,"1484895 1006776,1483562 1006796,"
103875,103874,11,"1482950 1033833,1482686 1033791,1482190 1033690,1481878 1033581,1481602 1033440,1481330 1033304,1481213 1033293,1481125 1033291,1481008 1033296,1480555 1033292,1480553 1033292,"
103607,103875,1,"1483605 1033960,"
103874,103875,11,"1480553 1033292,1480555 1033292,1481008 1033296,1481125 1033291,1481213 1033293,1481330 1033304,1481602 1033440,1481878 1033581,1482190 1033690,1482686 1033791,1482950 1033833,"
103932,103876,1,"1483273 1038158,"
103922,103877,1,"1491149 1033205,"
103935,103878,7,"1489627 1037761,1489675 1037674,1489747 1037574,1489836 1037427,1489875 1037314,1489889 1037197,1489891 1037041,"
103883,103878,4,"1486912 1035873,1487306 1036003,1487913 1036163,1488704 1036436,"
103940,103878,5,"1491864 1037185,1491691 1036995,1491413 1036992,1491412 1036992,1490489 1036985,"
103922,103879,2,"1491154 1033196,1491211 1033087,"
103880,103879,4,"1495084 1033144,1495084 1033144,1495063 1033101,1493891 1033059,"
103879,103880,4,"1493891 1033059,1495063 1033101,1495084 1033144,1495084 1033144,"
103881,103880,3,"1496522 1036227,1496479 1036120,1496405 1035961,"
103894,103881,29,"1492372 1037483,1492553 1037427,1492725 1037376,1492889 1037328,1493045 1037284,1493192 1037243,1493331 1037206,1493462 1037173,1493585 1037143,1493700 1037117,1493806 1037095,1493904 1037076,1493993 1037061,1494075 1037049,1494148 1037042,1494223 1037036,1494310 1037031,1494409 1037027,1494520 1037024,1494644 1037021,1494779 1037020,1494926 1037019,1495086 1037019,1495257 1037020,1495441 1037021,1495636 1037024,1495844 1037027,1496064 1037031,1496295 1037036,"
103880,103881,3,"1496405 1035961,1496479 1036120,1496522 1036227,"
103878,103883,4,"1488704 1036436,1487913 1036163,1487306 1036003,1486912 1035873,"
103607,103883,2,"1484771 1035433,1485779 1035860,"
103885,103884,13,"1496452 1038432,1496149 1038407,1495674 1038380,1495321 1038338,1495067 1038324,1494718 1038310,1494022 1038308,1493511 1038310,1493368 1038291,1493222 1038244,1492909 1038121,1492595 1037990,1492582 1037979,"
103892,103884,1,"1492464 1037876,"
103884,103885,13,"1492582 1037979,1492595 1037990,1492909 1038121,1493222 1038244,1493368 1038291,1493511 1038310,1494022 1038308,1494718 1038310,1495067 1038324,1495321 1038338,1495674 1038380,1496149 1038407,1496452 1038432,"
103953,103885,1,"1496714 1038306,"
103888,103887,15,"1495187 1043541,1494460 1043550,1494279 1043540,1494108 1043514,1493991 1043483,1493827 1043422,1493652 1043334,1493363 1043164,1493020 1042967,1492697 1042796,1492388 1042611,1492123 1042524,1491899 1042459,1491724 1042429,1491522 1042384,"
103939,103887,3,"1489279 1042106,1490333 1042231,1491007 1042317,"
103887,103888,15,"1491522 1042384,1491724 1042429,1491899 1042459,1492123 1042524,1492388 1042611,1492697 1042796,1493020 1042967,1493363 1043164,1493652 1043334,1493827 1043422,1493991 1043483,1494108 1043514,1494279 1043540,1494460 1043550,1495187 1043541,"
103954,103888,2,"1496328 1043431,1496139 1043481,"
103959,103888,3,"1496467 1043724,1496315 1043650,1496061 1043583,"
101777,103889,4,"1503182 1031595,1503111 1033269,1503051 1034637,1503026 1035361,"
103941,103890,1,"1496483 1033374,"
103891,103890,3,"1497118 1034774,1496871 1034326,1496782 1034113,"
103890,103891,3,"1496782 1034113,1496871 1034326,1497118 1034774,"
103884,103892,1,"1492464 1037876,"
103893,103892,29,"1496268 1037123,1496017 1037120,1495779 1037118,1495555 1037116,1495345 1037116,1495149 1037116,1494966 1037118,1494797 1037120,1494641 1037123,1494499 1037127,1494371 1037132,1494257 1037137,1494156 1037144,1494069 1037151,1493995 1037160,1493925 1037170,1493849 1037183,1493765 1037200,1493676 1037219,1493579 1037241,1493476 1037267,1493367 1037295,1493251 1037326,1493128 1037360,1492998 1037397,1492862 1037438,1492720 1037481,1492570 1037527,1492414 1037577,"
103933,103894,28,"1489533 1038224,1489593 1038216,1489654 1038207,1489717 1038197,1489780 1038186,1489845 1038175,1489911 1038162,1489978 1038149,1490046 1038135,1490115 1038120,1490185 1038104,1490257 1038088,1490330 1038070,1490403 1038052,1490478 1038032,1490557 1038012,1490641 1037989,1490731 1037964,1490827 1037937,1490929 1037908,1491037 1037877,1491150 1037844,1491270 1037809,1491395 1037772,1491526 1037732,1491663 1037691,1491806 1037648,1491955 1037602,"
103906,103897,1,"1481766 1022930,"
103903,103899,1,"1485686 1014805,"
103907,103900,11,"1485607 1020406,1485535 1020500,1485487 1020596,1485391 1020753,1485266 1021061,1485195 1021239,1485156 1021348,1485083 1021464,1484996 1021545,1484902 1021649,1484701 1021802,"
103901,103900,7,"1485522 1021494,1485410 1021597,1485341 1021625,1485274 1021657,1485204 1021690,1485085 1021729,1484895 1021788,"
103900,103901,7,"1484895 1021788,1485085 1021729,1485204 1021690,1485274 1021657,1485341 1021625,1485410 1021597,1485522 1021494,"
103899,103903,1,"1485686 1014805,"
103908,103904,2,"1481984 1028602,1483962 1027370,"
100706,103904,2,"1491053 1022973,1488272 1024690,"
103913,103905,9,"1478704 1028507,1478963 1027839,1479214 1027138,1479450 1026518,1479831 1025564,1479880 1025455,1479912 1025373,1479951 1025230,1480167 1024947,"
103906,103905,2,"1481454 1023524,1481044 1023983,"
103905,103906,2,"1481044 1023983,1481454 1023524,"
103912,103906,2,"1482233 1022695,1481987 1022960,"
103897,103906,1,"1481766 1022930,"
103900,103907,11,"1484701 1021802,1484902 1021649,1484996 1021545,1485083 1021464,1485156 1021348,1485195 1021239,1485266 1021061,1485391 1020753,1485487 1020596,1485535 1020500,1485607 1020406,"
103918,103907,1,"1485960 1020155,"
103914,103908,1,"1480005 1029837,"
103904,103908,2,"1483962 1027370,1481984 1028602,"
103630,103910,2,"1456568 1043764,1456584 1043569,"
103569,103910,1,"1456701 1042865,"
103906,103912,2,"1481987 1022960,1482233 1022695,"
103905,103913,9,"1480167 1024947,1479951 1025230,1479912 1025373,1479880 1025455,1479831 1025564,1479450 1026518,1479214 1027138,1478963 1027839,1478704 1028507,"
103637,103914,1,"1477858 1031149,"
103908,103914,1,"1480005 1029837,"
100716,103916,1,"1490600 1019948,"
103602,103917,2,"1486973 1013103,1486233 1013447,"
103907,103918,1,"1485960 1020155,"
100701,103920,2,"1491789 1030517,1491154 1030525,"
103877,103922,1,"1491149 1033205,"
103879,103922,2,"1491211 1033087,1491154 1033196,"
104393,103926,12,"1581561 1062443,1581566 1062116,1581462 1061863,1581402 1061856,1581364 1061838,1581328 1061806,1581335 1061609,1581335 1061458,1581332 1061178,1581331 1061074,1581331 1061073,1581328 1060814,"
103624,103927,2,"1481055 1040984,1482008 1040964,"
103928,103927,2,"1484218 1041124,1483690 1040984,"
103937,103928,1,"1485972 1041525,"
103927,103928,2,"1483690 1040984,1484218 1041124,"
103931,103930,1,"1489020 1038329,"
103892,103931,29,"1492009 1037698,1491882 1037734,1491758 1037769,1491637 1037803,1491518 1037836,1491403 1037869,1491289 1037901,1491180 1037932,1491072 1037962,1490968 1037991,1490866 1038019,1490767 1038047,1490671 1038074,1490578 1038099,1490487 1038125,1490399 1038149,1490314 1038171,1490232 1038192,1490153 1038211,1490076 1038229,1490002 1038245,1489931 1038259,1489863 1038272,1489797 1038283,1489735 1038293,1489675 1038301,1489617 1038307,1489563 1038312,1489511 1038316,"
103876,103932,1,"1483273 1038158,"
103932,103933,3,"1483331 1038359,1486710 1038276,1489136 1038240,"
103935,103933,2,"1489602 1037853,1489566 1037980,"
103933,103935,2,"1489566 1037980,1489602 1037853,"
103878,103935,7,"1489891 1037041,1489889 1037197,1489875 1037314,1489836 1037427,1489747 1037574,1489675 1037674,1489627 1037761,"
103937,103936,9,"1487320 1041710,1487468 1041576,1487891 1041147,1488717 1040349,1489044 1039996,1489083 1039865,1489131 1039633,1489377 1038729,1489418 1038508,"
103939,103937,3,"1488181 1041971,1487807 1041924,1487277 1041835,"
103936,103937,9,"1489418 1038508,1489377 1038729,1489131 1039633,1489083 1039865,1489044 1039996,1488717 1040349,1487891 1041147,1487468 1041576,1487320 1041710,"
103928,103937,1,"1485972 1041525,"
103937,103939,3,"1487277 1041835,1487807 1041924,1488181 1041971,"
103887,103939,3,"1491007 1042317,1490333 1042231,1489279 1042106,"
103878,103940,5,"1490489 1036985,1491412 1036992,1491413 1036992,1491691 1036995,1491864 1037185,"
103890,103941,1,"1496483 1033374,"
100702,103941,7,"1496734 1031517,1496725 1031725,1496739 1031899,1496605 1032325,1496536 1032558,1496475 1032754,1496482 1033284,"
103970,103942,1,"1501893 1044724,"
103958,103942,5,"1501958 1042198,1501970 1043649,1501977 1044040,1501963 1044323,1501976 1044433,"
103959,103948,7,"1496620 1043827,1496919 1044077,1497489 1044624,1497855 1044995,1498212 1045328,1498582 1045648,1498868 1045846,"
103964,103949,4,"1501927 1039688,1501929 1039172,1501961 1039059,1502030 1038854,"
103587,103950,29,"1507146 1036890,1507020 1036913,1506895 1036934,1506770 1036953,1506646 1036971,1506524 1036987,1506401 1037002,1506280 1037016,1506159 1037028,1506039 1037038,1505919 1037047,1505801 1037054,1505683 1037060,1505566 1037065,1505449 1037068,1505328 1037070,1505196 1037072,1505054 1037074,1504900 1037076,1504737 1037078,1504562 1037080,1504377 1037082,1504181 1037084,1503975 1037086,1503758 1037088,1503530 1037090,1503292 1037093,1503043 1037094,1502784 1037096,"
103881,103951,2,"1499201 1037035,1501219 1037018,"
103885,103953,1,"1496714 1038306,"
103888,103954,2,"1496139 1043481,1496328 1043431,"
103955,103954,11,"1499549 1041724,1499530 1041730,1499209 1041844,1498999 1041934,1498877 1042025,1498788 1042079,1498699 1042153,1498549 1042255,1498350 1042398,1497916 1042631,1496618 1043314,"
103954,103955,11,"1496618 1043314,1497916 1042631,1498350 1042398,1498549 1042255,1498699 1042153,1498788 1042079,1498877 1042025,1498999 1041934,1499209 1041844,1499530 1041730,1499549 1041724,"
103956,103955,6,"1501203 1040979,1500741 1041209,1500101 1041527,1499906 1041613,1499824 1041639,1499697 1041677,"
103957,103956,1,"1501590 1040812,"
103955,103956,6,"1499697 1041677,1499824 1041639,1499906 1041613,1500101 1041527,1500741 1041209,1501203 1040979,"
103956,103957,1,"1501590 1040812,"
103958,103957,1,"1501741 1040746,"
103942,103958,5,"1501976 1044433,1501963 1044323,1501977 1044040,1501970 1043649,1501958 1042198,"
103957,103958,1,"1501741 1040746,"
103948,103959,7,"1498868 1045846,1498582 1045648,1498212 1045328,1497855 1044995,1497489 1044624,1496919 1044077,1496620 1043827,"
103888,103959,3,"1496061 1043583,1496315 1043650,1496467 1043724,"
103973,103960,12,"1503611 1040116,1503385 1040200,1503307 1040224,1503196 1040259,1503076 1040296,1502967 1040331,1502900 1040352,1502777 1040391,1502621 1040442,1502445 1040499,1502298 1040546,1502199 1040584,"
103949,103964,4,"1502030 1038854,1501961 1039059,1501929 1039172,1501927 1039688,"
103942,103970,1,"1501893 1044724,"
103581,103972,1,"1507245 1037787,"
103960,103973,12,"1502199 1040584,1502298 1040546,1502445 1040499,1502621 1040442,1502777 1040391,1502900 1040352,1502967 1040331,1503076 1040296,1503196 1040259,1503307 1040224,1503385 1040200,1503611 1040116,"
103581,103973,14,"1506803 1038646,1506801 1038647,1506651 1038681,1506311 1038779,1505968 1038900,1505677 1039027,1505334 1039199,1504938 1039421,1504544 1039653,1504143 1039897,1504126 1039907,1503984 1039985,1503857 1040042,1503680 1040091,"
100669,103978,7,"1546061 976848,1546385 977601,1548558 979280,1548639 979341,1548686 979378,1548711 979422,1548724 979676,"
104114,103978,4,"1550462 980131,1550155 979893,1550029 979884,1549893 979884,"
104284,103980,1,"1549727 1047099,"
104116,103981,5,"1552012 971882,1551948 971911,1551925 971962,1551951 972505,1551975 974504,"
104231,103985,1,"1557202 1010193,"
104197,103987,5,"1562779 1010275,1562342 1010193,1561915 1010105,1561287 1010099,1560286 1010102,"
103998,103989,7,"1566030 1009534,1566029 1009534,1565508 1009889,1565429 1009941,1565364 1009986,1565150 1010025,1564235 1010090,"
104262,103989,1,"1563665 1010082,"
104161,103990,3,"1573247 1008866,1573057 1008884,1572911 1008900,"
104328,103991,1,"1572418 1014178,"
104161,103992,8,"1574439 1008867,1574626 1008897,1574847 1008929,1574913 1008803,1575554 1008853,1575815 1008866,1575907 1008880,1576361 1008875,"
103526,103992,1,"1580891 1008855,"
104014,103994,1,"1545538 1032893,"
104285,103997,4,"1553895 1045943,1552617 1045899,1551874 1045871,1550978 1045841,"
103989,103998,7,"1564235 1010090,1565150 1010025,1565364 1009986,1565429 1009941,1565508 1009889,1566029 1009534,1566030 1009534,"
103804,103999,1,"1463790 1041847,"
104003,103999,1,"1463794 1040558,"
104005,104001,11,"1568173 1008503,1568361 1008478,1568569 1008460,1568738 1008458,1568854 1008464,1568978 1008506,1569130 1008619,1569349 1008719,1569507 1008790,1569680 1008847,1569895 1008861,"
104327,104002,1,"1570341 1013376,"
103999,104003,1,"1463794 1040558,"
103809,104003,2,"1463911 1040057,1463835 1040207,"
104001,104005,11,"1569895 1008861,1569680 1008847,1569507 1008790,1569349 1008719,1569130 1008619,1568978 1008506,1568854 1008464,1568738 1008458,1568569 1008460,1568361 1008478,1568173 1008503,"
104170,104005,6,"1567446 1008643,1567563 1008646,1567628 1008651,1567717 1008649,1567884 1008610,1567912 1008607,"
104007,104006,1,"1547444 1032511,"
104065,104008,13,"1538970 1032630,1539445 1032662,1540146 1032703,1540319 1032702,1540319 1032702,1540561 1032702,1540960 1032700,1541249 1032675,1541674 1032621,1542189 1032556,1542657 1032516,1543020 1032489,1543572 1032468,"
100141,104009,7,"1549476 1029928,1549474 1029933,1549458 1030024,1549443 1030273,1549469 1031620,1549478 1031813,1549478 1031813,"
104008,104009,1,"1547443 1032430,"
104059,104010,1,"1529636 1039434,"
104025,104010,2,"1531611 1044959,1530740 1042525,"
103994,104014,1,"1545538 1032893,"
104083,104015,1,"1533642 1053889,"
104083,104017,8,"1533777 1052787,1533777 1052786,1533867 1052051,1533859 1051979,1533842 1051851,1533783 1051690,1533710 1051447,1533709 1051446,"
104025,104019,2,"1532180 1046575,1532663 1048021,"
104030,104020,2,"1528361 1035827,1528221 1035441,"
104010,104025,2,"1530740 1042525,1531611 1044959,"
104019,104025,2,"1532663 1048021,1532180 1046575,"
104037,104026,9,"1516212 1033714,1516105 1033804,1516043 1033886,1515977 1033997,1515888 1034191,1515849 1034251,1515803 1034297,1515750 1034330,1515696 1034349,"
104054,104027,1,"1515327 1034999,"
104033,104028,5,"1528339 1032740,1528244 1032758,1528140 1032787,1528037 1032827,1527921 1032884,"
104029,104028,1,"1528071 1035014,"
104028,104029,1,"1528071 1035014,"
104020,104030,2,"1528221 1035441,1528361 1035827,"
104059,104030,3,"1529139 1038032,1528902 1037329,1528378 1035875,"
104026,104031,6,"1515375 1034304,1515142 1034239,1514996 1034216,1514897 1034215,1514812 1034229,1514678 1034266,"
104034,104033,1,"1530432 1032662,"
104046,104035,12,"1527110 1032087,1527181 1032091,1527237 1032100,1527295 1032116,1527348 1032145,1527396 1032188,1527569 1032368,1527633 1032421,1527704 1032472,1527774 1032507,1527851 1032537,1527929 1032558,"
104035,104036,1,"1530453 1032572,"
104038,104037,53,"1523602 1032724,1522337 1032740,1521160 1032748,1520567 1032758,1520455 1032763,1520345 1032767,1520237 1032772,1520129 1032778,1520022 1032785,1519917 1032793,1519813 1032801,1519709 1032810,1519607 1032820,1519506 1032831,1519406 1032843,1519307 1032855,1519210 1032868,1519113 1032883,1519018 1032898,1518924 1032913,1518834 1032928,1518746 1032943,1518662 1032957,1518581 1032972,1518503 1032986,1518428 1033000,1518356 1033014,1518286 1033027,1518220 1033040,1518158 1033053,1518098 1033066,1518041 1033078,1517987 1033090,1517936 1033102,1517887 1033114,1517837 1033126,1517787 1033139,1517737 1033152,1517686 1033165,1517635 1033177,1517584 1033191,1517532 1033204,1517481 1033219,1517428 1033233,1517376 1033247,1517323 1033261,1517270 1033276,1517217 1033291,1517163 1033307,1517106 1033324,1517043 1033344,1516973 1033367,1516896 1033394,"
104048,104038,2,"1526455 1032714,1525947 1032722,"
104028,104038,14,"1527347 1033214,1527276 1033211,1527203 1033205,1527150 1033191,1527096 1033160,1527054 1033123,1526950 1033009,1526900 1032957,1526842 1032906,1526786 1032863,1526716 1032822,1526641 1032790,1526566 1032764,1526471 1032746,"
104043,104039,11,"1515725 1033751,1515844 1033700,1515963 1033651,1516082 1033602,1516201 1033555,1516320 1033509,1516439 1033464,1516558 1033421,1516677 1033379,1516797 1033338,1516915 1033299,"
104044,104039,5,"1516111 1033312,1516273 1033354,1516355 1033372,1516447 1033375,1516529 1033370,"
104039,104040,36,"1517154 1033223,1517273 1033188,1517392 1033153,1517511 1033120,1517628 1033088,1517745 1033057,1517861 1033028,1517976 1033000,1518090 1032974,1518204 1032949,1518316 1032925,1518427 1032902,1518538 1032881,1518648 1032861,1518756 1032843,1518864 1032825,1518971 1032809,1519077 1032795,1519182 1032781,1519287 1032769,1519390 1032757,1519493 1032746,1519595 1032736,1519696 1032726,1519796 1032718,1519896 1032710,1519995 1032703,1520093 1032697,1520190 1032692,1520286 1032687,1520382 1032684,1520476 1032681,1520569 1032677,1521159 1032668,1522336 1032659,1523602 1032643,"
101910,104041,4,"1516913 1030808,1516639 1031171,1516456 1031446,1516153 1032383,"
104037,104042,9,"1516722 1033456,1516626 1033493,1516522 1033532,1516412 1033575,1516296 1033620,1516173 1033669,1516043 1033721,1515907 1033777,1515764 1033835,"
104032,104044,15,"1515046 1033941,1515133 1033890,1515194 1033850,1515250 1033801,1515304 1033744,1515355 1033675,1515395 1033604,1515430 1033523,1515466 1033423,1515497 1033362,1515546 1033305,1515600 1033271,1515665 1033246,1515732 1033234,1515782 1033228,"
104040,104046,6,"1525977 1032576,1526090 1032559,1526191 1032537,1526309 1032501,1526424 1032459,1526555 1032390,"
104040,104047,2,"1525947 1032642,1526454 1032634,"
104054,104050,2,"1515166 1035527,1515155 1036155,"
104050,104054,2,"1515155 1036155,1515166 1035527,"
104056,104054,2,"1514634 1035727,1514879 1035627,"
104055,104054,1,"1516637 1035498,"
104027,104054,1,"1515327 1034999,"
104054,104055,1,"1516637 1035498,"
103582,104056,2,"1512571 1036565,1514055 1035965,"
104054,104056,2,"1514879 1035627,1514634 1035727,"
104060,104058,1,"1527765 1035439,"
104010,104059,1,"1529636 1039434,"
104030,104059,3,"1528378 1035875,1528902 1037329,1529139 1038032,"
104058,104060,1,"1527765 1035439,"
104063,104062,2,"1581518 971071,1581539 971428,"
104062,104063,2,"1581539 971428,1581518 971071,"
104006,104064,11,"1543574 1032548,1543025 1032569,1542664 1032596,1542197 1032636,1541684 1032700,1541258 1032755,1540963 1032780,1540561 1032782,1540241 1032782,1540143 1032782,1539440 1032741,"
104070,104065,14,"1537387 1032513,1537464 1032515,1537546 1032519,1537633 1032523,1537725 1032528,1537821 1032534,1537922 1032541,1538027 1032549,1538137 1032557,1538252 1032567,1538371 1032578,1538495 1032589,1538624 1032602,1538757 1032615,"
100136,104066,1,"1538892 1030200,"
104068,104067,7,"1537410 1032596,1537204 1032591,1536969 1032599,1536668 1032609,1536177 1032625,1535376 1032622,1535130 1032626,"
104064,104068,14,"1538808 1032707,1538726 1032700,1538646 1032694,1538567 1032687,1538489 1032681,1538413 1032675,1538339 1032669,1538265 1032663,1538193 1032658,1538123 1032652,1538054 1032647,1537986 1032642,1537920 1032638,1537855 1032633,"
104069,104070,6,"1535129 1032545,1535375 1032542,1536176 1032545,1536666 1032529,1536966 1032518,1537203 1032511,"
100134,104071,1,"1533579 1031507,"
103557,104077,1,"1539256 1055148,"
104015,104083,1,"1533642 1053889,"
104017,104083,8,"1533709 1051446,1533710 1051447,1533783 1051690,1533842 1051851,1533859 1051979,1533867 1052051,1533777 1052786,1533777 1052787,"
103564,104084,5,"1533221 1057955,1533188 1057829,1533115 1057536,1533110 1057267,1533132 1057040,"
104149,104086,1,"1569658 974378,"
100661,104087,1,"1556018 986200,"
104088,104087,19,"1558548 991788,1558316 991429,1557756 990551,1557486 990151,1557322 989852,1557271 989737,1557265 989663,1557263 989593,1557271 989482,1557276 989298,1557272 988875,1557276 988223,1557252 988025,1557205 987748,1557168 987560,1557097 987221,1557092 987007,1557070 986738,1557027 986319,"
104087,104088,19,"1557027 986319,1557070 986738,1557092 987007,1557097 987221,1557168 987560,1557205 987748,1557252 988025,1557276 988223,1557272 988875,1557276 989298,1557271 989482,1557263 989593,1557265 989663,1557271 989737,1557322 989852,1557486 990151,1557756 990551,1558316 991429,1558548 991788,"
104141,104088,2,"1559273 992908,1558970 992437,"
104090,104089,17,"1563180 986313,1562650 986308,1562329 986326,1562250 986308,1562191 986255,1562107 986172,1561447 985430,1561348 985315,1561348 985315,1561147 985082,1561046 985035,1560989 985000,1560949 984954,1560914 984905,1560893 984864,1560859 984782,1560727 984493,"
104128,104089,11,"1558670 984718,1558931 984733,1559237 984742,1559403 984718,1559548 984664,1559731 984533,1559851 984428,1560105 984287,1560285 984181,1560487 984115,1560488 984115,"
104089,104090,17,"1560727 984493,1560859 984782,1560893 984864,1560914 984905,1560949 984954,1560989 985000,1561046 985035,1561147 985082,1561348 985315,1561348 985315,1561447 985430,1562107 986172,1562191 986255,1562250 986308,1562329 986326,1562650 986308,1563180 986313,"
104092,104091,1,"1569865 988930,"
104091,104092,1,"1569865 988930,"
104111,104096,19,"1574823 988318,1574849 988291,1574867 988273,1574893 988253,1574906 988238,1574926 988208,1574946 988174,1574960 988139,1574970 988113,1574980 988085,1574988 988063,1574997 988041,1575005 988024,1575014 988004,1575023 987983,1575042 987937,1575058 987898,1575082 987836,1575131 987713,"
103510,104096,2,"1575363 987572,1575207 987574,"
104146,104098,1,"1563589 1003464,"
104168,104099,6,"1567119 1007917,1567119 1007541,1567119 1007539,1567119 1007533,1567421 1006791,1568214 1004906,"
104121,104102,5,"1561811 971785,1562431 971782,1562575 971774,1562704 971781,1562827 971748,"
