index,link_id,matrix_ab,matrix_ba,matrix_tot
1869,1869.000000,155.000000,0.000000,155.000000
1870,1870.000000,880.000000,0.000000,880.000000
1871,1871.000000,895.666667,0.000000,895.666667
1872,1872.000000,0.000000,0.000000,0.000000
1873,1873.000000,852.000000,0.000000,852.000000
1874,1874.000000,173.666667,0.000000,173.666667
1875,1875.000000,63.000000,0.000000,63.000000
1876,1876.000000,0.000000,0.000000,0.000000
1877,1877.000000,124.000000,0.000000,124.000000
1878,1878.000000,38.000000,0.000000,38.000000
1879,1879.000000,86.000000,0.000000,86.000000
1880,1880.000000,44.000000,0.000000,44.000000
1881,1881.000000,69.000000,0.000000,69.000000
1882,1882.000000,673.000000,0.000000,673.000000
1883,1883.000000,577.000000,0.000000,577.000000
1884,1884.000000,24.000000,0.000000,24.000000
1885,1885.000000,69.000000,0.000000,69.000000
1886,1886.000000,38.000000,0.000000,38.000000
1887,1887.000000,22.000000,0.000000,22.000000
1888,1888.000000,197.000000,0.000000,197.000000
1889,1889.000000,49.000000,0.000000,49.000000
1890,1890.000000,67.000000,0.000000,67.000000
1891,1891.000000,36.000000,0.000000,36.000000
1892,1892.000000,78.000000,0.000000,78.000000
1893,1893.000000,33.000000,0.000000,33.000000
1894,1894.000000,12.000000,0.000000,12.000000
1895,1895.000000,16.000000,0.000000,16.000000
1896,1896.000000,74.000000,0.000000,74.000000
1897,1897.000000,243.000000,0.000000,243.000000
1898,1898.000000,9.000000,0.000000,9.000000
1899,1899.000000,82.000000,0.000000,82.000000
1900,1900.000000,186.666667,0.000000,186.666667
1901,1901.000000,100.000000,0.000000,100.000000
1902,1902.000000,12.000000,0.000000,12.000000
1903,1903.000000,53.000000,0.000000,53.000000
1904,1904.000000,151.333333,0.000000,151.333333
1905,1905.000000,280.000000,0.000000,280.000000
1906,1906.000000,9.666667,0.000000,9.666667
1907,1907.000000,78.000000,0.000000,78.000000
1908,1908.000000,253.000000,0.000000,253.000000
1909,1909.000000,831.333333,0.000000,831.333333
1910,1910.000000,473.333333,0.000000,473.333333
1911,1911.000000,260.000000,0.000000,260.000000
1912,1912.000000,7.000000,0.000000,7.000000
1913,1913.000000,4.000000,0.000000,4.000000
1914,1914.000000,304.000000,0.000000,304.000000
1915,1915.000000,3.000000,0.000000,3.000000
1916,1916.000000,300.000000,0.000000,300.000000
1917,1917.000000,272.000000,0.000000,272.000000
1918,1918.000000,69.000000,0.000000,69.000000
1919,1919.000000,303.000000,0.000000,303.000000
