From_Node,To_Node,LT_Node,Thru_Node,RT_Node,O1_Node,O2_Node,U_Turn
100164,100658,103502,103503,100699,0,0,0
100164,104140,356,104139,0,0,0,0
100165,184,0,0,0,0,100165,1
100165,101870,100294,100295,100292,0,0,0
100166,45,0,0,0,0,100166,1
100166,100124,100125,0,100123,0,0,0
100166,100181,102545,100185,100182,0,0,0
100167,161,0,0,0,0,100167,1
100167,100708,100707,100709,100715,0,0,0
100167,100716,100718,103916,103651,0,0,0
100168,100170,100171,0,0,0,0,0
100168,100237,0,183,0,0,100168,1
100168,101865,0,101883,384,0,0,0
100168,101877,0,101873,101876,0,0,0
100169,100170,0,100171,0,0,0,0
100169,101886,101887,101885,0,0,0,0
100169,101894,138,101893,130,0,0,0
100170,100168,100237,101877,101865,0,0,0
100170,100171,101885,100173,101896,0,0,0
100171,100170,0,0,100168,0,0,0
100171,100173,0,101793,0,0,0,0
100171,101885,101886,101884,0,0,0,0
100171,101896,0,101897,137,0,0,0
100172,22,0,0,0,0,100172,1
100172,101974,101975,101984,101973,0,0,0
100173,100171,101896,100170,101885,0,0,0
100173,101793,0,101792,101897,0,0,0
100173,101885,100171,101886,101884,0,0,0
100174,101977,101981,101976,101968,0,0,0
100175,41,0,0,0,0,100175,1
100175,100740,117,100739,0,0,0,0
100175,100741,0,100742,118,0,0,0
100176,100232,0,18,0,0,100176,1
100176,100233,200,199,0,0,100176,1
100176,100234,100235,101790,200,0,0,0
100176,101757,100230,101758,100231,0,0,0
100177,100203,146,101903,198,0,0,0
100177,100305,0,18,0,0,100177,1
100177,101788,0,101761,0,0,0,0
100177,101789,147,101790,0,0,0,0
100178,111,0,0,0,0,100178,1
100178,101841,100192,101840,100179,0,0,0
100178,101842,0,101845,110,0,0,0
100179,111,0,0,0,0,100179,1
100179,101834,101835,100698,101843,0,0,0
100179,101841,100178,100192,101840,0,0,0
100180,100120,100105,0,100104,0,0,0
100180,100123,100122,102545,100124,0,0,0
100181,100166,45,100124,0,0,0,0
100181,100182,0,100140,45,0,0,0
100181,100185,44,100184,0,0,0,0
100181,102545,0,100123,0,0,0,0
100182,45,0,0,0,0,100182,1
100182,100140,100139,100145,100146,0,0,0
100182,100181,100166,102545,100185,0,0,0
100183,44,0,0,0,0,100183,1
100183,100129,100270,100220,100130,0,0,0
100183,100184,100137,0,100185,0,0,0
100184,100137,100306,100568,100138,0,0,0
100184,100183,44,100129,0,0,0,0
100184,100185,0,100181,44,0,0,0
100185,44,0,0,0,0,100185,1
100185,100181,100182,100166,102545,0,0,0
100185,100184,100183,100137,0,0,0,0
100186,440,0,0,0,0,100186,1
100186,103422,0,100668,103982,0,0,0
100187,115,0,0,0,0,100187,1
100187,101824,101823,101819,100300,0,0,0
100188,114,0,0,0,0,100188,1
100188,101849,101827,101850,100298,0,0,0
100189,114,0,0,0,0,100189,1
100189,101848,100298,101852,100272,0,0,0
100190,378,0,0,0,0,100190,1
100190,100151,100150,100155,100153,0,0,0
100190,100156,100191,100160,100119,0,0,0
100191,378,0,0,0,0,100191,1
100191,100156,100160,100119,100190,0,0,0
100191,100158,104057,103984,100157,0,0,0
100192,110,0,0,0,0,100192,1
100192,100250,100064,100251,100065,0,0,0
100192,101841,101840,100179,100178,0,0,0
100193,119,0,0,0,0,100193,1
100193,100566,100563,100565,101837,0,0,0
100194,50,0,0,0,0,100194,1
100194,100146,100140,100196,100147,0,0,0
100194,100149,100148,100155,100150,0,0,0
100195,164,0,0,0,0,100195,1
100195,101897,101898,101896,101793,0,0,0
100195,101903,100203,100269,101902,0,0,0
100196,49,0,0,0,0,100196,1
100196,100145,100140,100198,104241,0,0,0
100196,100146,100147,100194,100140,0,0,0
100197,100307,100113,0,100112,0,0,0
100198,48,0,0,0,0,100198,1
100198,100141,103413,104009,104240,0,0,0
100198,100145,104241,100196,100140,0,0,0
100199,67,0,0,0,0,100199,1
100199,100127,0,100113,100650,0,0,0
100200,393,0,0,0,0,100200,1
100200,100547,100548,100540,100546,0,0,0
100200,100551,100553,100552,0,0,0,0
100201,80,0,0,0,0,100201,1
100201,100584,100583,100202,100596,0,0,0
100202,79,0,0,0,0,100202,1
100202,100584,100596,100201,100583,0,0,0
100203,146,0,0,0,0,100203,1
100203,198,0,0,0,0,100203,1
100203,389,0,0,0,0,100203,1
100203,100177,101789,100305,101788,0,0,0
100203,101903,100269,101902,100195,0,0,0
100204,100082,100081,100086,100083,0,0,0
100204,100205,0,78,0,0,100204,1
100204,100576,100581,100206,100081,0,0,0
100204,100582,100571,100583,100581,0,0,0
100205,78,0,0,0,0,100205,1
100205,100204,100582,100576,100082,0,0,0
100206,77,0,0,0,0,100206,1
100206,100576,100081,100204,100581,0,0,0
100207,23,0,0,0,0,100207,1
100207,101972,101942,100208,101971,0,0,0
100208,22,0,0,0,0,100208,1
100208,101972,101971,100207,101942,0,0,0
100209,143,0,0,0,0,100209,1
100209,101801,101800,100210,101802,0,0,0
100210,140,0,0,0,0,100210,1
100210,101801,101802,100209,101800,0,0,0
100211,100212,0,34,0,0,100211,1
100211,101965,101966,0,101964,0,0,0
100211,101966,101967,100213,101965,0,0,0
100211,101978,0,101979,0,0,0,0
100212,34,0,0,0,0,100212,1
100212,100211,101978,101966,101965,0,0,0
100213,37,0,0,0,0,100213,1
100213,101966,101965,100211,101967,0,0,0
100214,39,0,0,0,0,100214,1
100214,100219,101953,100215,101962,0,0,0
100215,100219,101962,100214,101953,0,0,0
100216,114,0,0,0,0,100216,1
100216,101828,101833,100217,101826,0,0,0
100217,115,0,0,0,0,100217,1
100217,101828,101826,100216,101833,0,0,0
100218,59,0,0,0,0,100218,1
100218,100108,100222,100221,100107,0,0,0
100219,100214,0,39,0,0,100219,1
100219,100215,0,0,0,0,0,0
100219,101953,0,102002,0,0,0,0
100219,101962,40,101963,167,0,0,0
100220,39,0,0,0,0,100220,1
100220,100129,100130,100183,100270,0,0,0
100220,101934,0,101933,43,0,0,0
100221,171,0,0,0,0,100221,1
100221,100108,100107,100218,100222,0,0,0
100222,100108,100221,100107,100218,0,0,0
100222,100109,0,100110,100085,0,0,0
100222,100223,59,169,0,0,100222,1
100222,100224,0,170,0,0,100222,1
100223,59,0,0,0,0,100223,1
100223,169,0,0,0,0,100223,1
100223,100222,100109,100224,100108,0,0,0
100224,170,0,0,0,0,100224,1
100224,100222,100108,100223,100109,0,0,0
100225,100227,156,101772,0,0,0,0
100225,101765,101763,101750,100778,0,0,0
100225,101767,0,101769,101768,0,0,0
100226,154,0,0,0,0,100226,1
100226,100704,153,100703,0,0,0,0
100226,100711,0,100712,157,0,0,0
100227,156,0,0,0,0,100227,1
100227,100225,101765,0,101767,0,0,0
100227,101772,101771,100229,101773,0,0,0
100228,154,0,0,0,0,100228,1
100228,101774,0,101782,101773,0,0,0
100228,101775,0,101776,30,0,0,0
100229,154,0,0,0,0,100229,1
100229,101772,101773,100227,101771,0,0,0
100230,202,0,0,0,0,100230,1
100230,101757,101758,100231,100176,0,0,0
100231,145,0,0,0,0,100231,1
100231,101757,100176,100230,101758,0,0,0
100232,18,0,0,0,0,100232,1
100232,100176,100234,100233,101757,0,0,0
100233,199,0,0,0,0,100233,1
100233,200,0,0,0,0,100233,1
100233,100176,101757,100232,100234,0,0,0
100234,200,0,0,0,0,0,0
100234,100176,100233,101757,100232,0,0,0
100234,100235,0,18,0,0,100234,1
100234,101790,101789,101791,101794,0,0,0
100235,18,0,0,0,0,100235,1
100235,100234,101790,200,100176,0,0,0
100236,139,0,0,0,0,100236,1
100236,101883,101884,101865,101876,0,0,0
100237,183,0,0,0,0,100237,1
100237,100168,101877,101865,100170,0,0,0
100238,63,0,0,0,0,100238,1
100238,100114,100240,100239,100113,0,0,0
100239,66,0,0,0,0,100239,1
100239,100114,100113,100238,100240,0,0,0
100240,100114,100239,100113,100238,0,0,0
100240,100115,100142,100154,100135,0,0,0
100240,100241,174,100651,0,0,0,0
100240,100242,0,63,0,0,100240,1
100241,174,0,0,0,0,100241,1
100241,100240,100114,100242,100115,0,0,0
100241,100651,100652,0,100650,0,0,0
100242,63,0,0,0,0,100242,1
100242,100240,100115,100241,100114,0,0,0
100243,63,0,0,0,0,100243,1
100243,100113,100114,100127,100307,0,0,0
100244,143,0,0,0,0,100244,1
100244,101809,101810,100245,101800,0,0,0
100245,195,0,0,0,0,100245,1
100245,101809,101800,100244,101810,0,0,0
100246,148,0,0,0,0,100246,1
100246,101795,101746,0,100311,0,0,0
100247,100266,0,100555,0,0,0,0
100247,100308,123,100520,0,0,0,0
100248,100273,179,101855,178,0,0,0
100248,100277,178,100249,0,0,0,0
100248,100279,0,101844,179,0,0,0
100249,100026,100025,100027,100039,0,0,0
100249,100275,178,101857,185,0,0,0
100249,100277,0,100248,178,0,0,0
100249,100291,185,100252,0,0,0,0
100250,100064,110,100052,0,0,0,0
100250,100065,0,100066,0,0,0,0
100250,100192,0,101841,110,0,0,0
100250,100251,0,100015,100066,0,0,0
100251,100015,100063,0,0,0,0,0
100251,100066,100067,100075,100065,0,0,0
100251,100250,100065,100192,100064,0,0,0
100252,100010,100290,100011,100025,0,0,0
100252,100291,0,100249,185,0,0,0
100252,100293,186,100253,0,0,0,0
100253,100254,0,100282,132,0,0,0
100253,100293,0,100252,186,0,0,0
100253,100296,186,101871,0,0,0,0
100253,101999,101960,100283,100290,0,0,0
100254,132,0,0,0,0,100254,1
100254,100253,101999,100293,100296,0,0,0
100254,100282,101880,102013,0,0,0,0
100255,110,0,0,0,0,100255,1
100255,101844,100274,100279,100052,0,0,0
100256,80,0,0,0,0,100256,1
100256,100595,100596,100257,100594,0,0,0
100257,81,0,0,0,0,100257,1
100257,100595,100594,100256,100596,0,0,0
100258,55,0,0,0,0,100258,1
100258,100083,100084,100259,100082,0,0,0
100259,78,0,0,0,0,100259,1
100259,100083,100082,100258,100084,0,0,0
100260,100261,0,188,0,0,100260,1
100260,100262,0,191,0,0,100260,1
100260,101814,101819,101813,101808,0,0,0
100260,101815,101807,101816,101818,0,0,0
100261,188,0,0,0,0,100261,1
100261,100260,101814,100262,101815,0,0,0
100262,191,0,0,0,0,100262,1
100262,100260,101815,100261,101814,0,0,0
100263,100,0,0,0,0,100263,1
100263,100588,100587,0,100589,0,0,0
100264,138,0,0,0,0,100264,1
100264,101895,101899,100265,101893,0,0,0
100265,23,0,0,0,0,100265,1
100265,101895,101893,100264,101899,0,0,0
100266,100247,0,100308,0,0,0,0
100266,100555,100556,100267,100554,0,0,0
100267,100555,100554,100266,100556,0,0,0
100268,29,0,0,0,0,100268,1
100268,163,0,0,0,0,100268,1
100268,101901,101900,101902,0,0,0,0
100268,101930,101929,0,101931,0,0,0
100269,146,0,0,0,0,100269,1
100269,165,0,0,0,0,100269,1
100269,101903,101902,100195,100203,0,0,0
100269,101904,101787,101905,0,0,0,0
100270,168,0,0,0,0,100270,1
100270,100121,100122,0,101956,0,0,0
100270,100129,100220,100130,100183,0,0,0
100271,176,0,0,0,0,100271,1
100271,177,0,0,0,0,100271,1
100271,101852,101848,100297,101862,0,0,0
100272,176,0,0,0,0,100272,1
100272,101847,101853,101846,101843,0,0,0
100272,101848,100189,100298,101852,0,0,0
100273,178,0,0,0,0,100273,1
100273,179,0,0,0,0,100273,1
100273,101855,100278,101854,101856,0,0,0
100274,179,0,0,0,0,100274,1
100274,101844,100279,100052,100255,0,0,0
100274,101845,101842,101846,100278,0,0,0
100275,178,0,0,0,0,100275,1
100275,185,0,0,0,0,100275,1
100275,100249,100291,100026,100277,0,0,0
100275,101857,101856,101858,100292,0,0,0
100276,180,0,0,0,0,100276,1
100276,100053,0,100054,100251,0,0,0
100277,178,0,0,0,0,100277,1
100277,100248,0,100279,100273,0,0,0
100277,100249,100275,100291,100026,0,0,0
100278,179,0,0,0,0,100278,1
100278,101845,100274,101842,101846,0,0,0
100278,101855,101854,101856,0,0,0,0
100279,179,0,0,0,0,100279,1
100279,100248,100273,100277,0,0,0,0
100279,101844,100052,100255,100274,0,0,0
100280,180,0,0,0,0,100280,1
100280,100040,100248,100039,0,0,0,0
100280,100052,100276,100064,0,0,0,0
100281,180,0,0,0,0,100281,1
100281,100053,100054,100251,0,0,0,0
100282,100254,132,100253,0,0,0,0
100282,101880,101871,101879,101881,0,0,0
100282,102013,181,102014,0,0,0,0
100283,182,0,0,0,0,100283,1
100283,187,0,0,0,0,100283,1
100283,100000,0,100001,100289,0,0,0
100283,101999,100290,100253,101960,0,0,0
100284,182,0,0,0,0,100284,1
100284,100000,100001,100289,100283,0,0,0
100285,101764,101872,101868,101873,0,0,0
100285,101877,101873,101876,100168,0,0,0
100285,102001,0,183,0,0,100285,1
100286,183,0,0,0,0,100286,1
100286,101887,0,101745,101886,0,0,0
100286,101888,0,101889,101882,0,0,0
100287,101871,101880,100296,100294,0,0,0
100287,101872,0,101764,101878,0,0,0
100287,101879,101878,101913,0,0,0,0
100287,102000,0,184,134,0,100287,1
100288,134,101911,101869,102000,0,0,0
100288,184,0,0,0,0,0,0
100289,187,0,0,0,0,100289,1
100289,100012,100013,100024,0,0,0,0
100290,187,0,0,0,0,100290,1
100290,100010,100011,100025,0,0,0,0
100290,101999,100253,101960,100283,0,0,0
100291,185,0,0,0,0,100291,1
100291,100249,100026,100277,100275,0,0,0
100291,100252,0,100293,100010,0,0,0
100292,185,0,0,0,0,100292,1
100292,101857,100275,101856,101858,0,0,0
100292,101870,100165,100294,100295,0,0,0
100293,186,0,0,0,0,100293,1
100293,100252,100010,100291,0,0,0,0
100293,100253,100296,100254,101999,0,0,0
100294,186,0,0,0,0,100294,1
100294,101870,100295,100292,100165,0,0,0
100294,101871,100287,101880,100296,0,0,0
100295,185,0,0,0,0,100295,1
100295,186,0,0,0,0,100295,1
100295,100252,100293,100010,100291,0,0,0
100296,186,0,0,0,0,100296,1
100296,100253,100254,101999,100293,0,0,0
100296,101871,100294,100287,101880,0,0,0
100297,189,0,0,0,0,100297,1
100297,101851,101850,101817,101863,0,0,0
100297,101852,101862,0,101848,0,0,0
100298,189,0,0,0,0,100298,1
100298,101848,101852,100272,100189,0,0,0
100298,101849,100188,101827,101850,0,0,0
100299,189,0,0,0,0,100299,1
100299,190,0,0,0,0,100299,1
100299,101862,101864,101778,101852,0,0,0
100299,101863,101851,101816,101866,0,0,0
100300,188,0,0,0,0,100300,1
100300,101824,100187,101823,101819,0,0,0
100300,101826,101825,101827,101828,0,0,0
100301,190,0,0,0,0,100301,1
100301,101866,101863,0,101874,0,0,0
100301,101867,101873,101868,101864,0,0,0
100302,191,0,0,0,0,100302,1
100302,101803,101808,101802,0,0,0,0
100302,101804,101766,101805,101807,0,0,0
100303,199,0,0,0,0,100303,1
100303,101794,101790,100304,101746,0,0,0
100304,101794,101746,100303,101790,0,0,0
100305,18,0,0,0,0,100305,1
100305,100177,101788,100203,101789,0,0,0
100306,205,0,0,0,0,100306,1
100306,100130,100129,101926,100131,0,0,0
100306,100137,100568,100138,100184,0,0,0
100307,100112,0,104438,102521,0,0,0
100307,100113,100243,100114,100127,0,0,0
100307,100197,0,0,0,0,0,0
100308,123,0,0,0,0,100308,1
100308,100247,0,100266,0,0,0,0
100308,100520,100494,100309,100495,0,0,0
100309,126,0,0,0,0,100309,1
100309,100520,100495,100308,100494,0,0,0
100309,100521,100523,0,100516,0,0,0
100310,206,0,0,0,0,100310,1
100310,101796,100311,104441,101797,0,0,0
100311,100312,0,206,0,0,100311,1
100311,101795,100246,101746,0,0,0,0
100311,101796,104441,101797,100310,0,0,0
100311,104442,0,208,0,0,100311,1
100312,206,0,0,0,0,100312,1
100312,100311,101795,104442,101796,0,0,0
100313,152,0,0,0,0,100313,1
100313,100503,100504,100509,100502,0,0,0
100313,100733,100735,100770,100732,0,0,0
100494,123,0,0,0,0,100494,1
100494,388,0,0,0,0,100494,1
100494,100520,100309,100495,100308,0,0,0
100494,100525,100526,0,100524,0,0,0
100495,126,0,0,0,0,100495,1
100495,387,0,0,0,0,100495,1
100495,100519,100496,100499,100671,0,0,0
100495,100520,100308,100494,100309,0,0,0
100496,126,0,0,0,0,100496,1
100496,100518,0,100517,100508,0,0,0
100496,100519,100499,100671,100495,0,0,0
100497,100,0,0,0,0,100497,1
100497,100561,100559,100498,100569,0,0,0
100498,119,0,0,0,0,100498,1
100498,100500,100557,0,100563,0,0,0
100498,100561,100569,100497,100559,0,0,0
100499,121,0,0,0,0,100499,1
100499,100519,100671,100495,100496,0,0,0
100500,100498,119,100561,0,0,0,0
100500,100557,100558,100556,100671,0,0,0
100500,100563,120,100566,0,0,0,0
100501,100502,0,100503,124,0,0,0
100501,100511,124,100513,209,0,0,0
100501,103814,211,100735,0,0,0,0
100501,103862,209,103864,211,0,0,0
100502,124,0,0,0,0,100502,1
100502,100501,100511,103862,103814,0,0,0
100502,100503,100313,100504,100509,0,0,0
100503,100313,0,100733,152,0,0,0
100503,100502,124,100501,0,0,0,0
100503,100504,0,100505,125,0,0,0
100503,100509,125,100510,0,0,0,0
100504,125,0,0,0,0,100504,1
100504,100503,100509,100502,100313,0,0,0
100504,100505,100729,100506,0,0,0,0
100505,100504,125,100503,0,0,0,0
100505,100506,0,100564,100507,0,0,0
100505,100729,100730,100728,100737,0,0,0
100506,100505,0,100504,100729,0,0,0
100506,100507,122,100508,0,0,0,0
100506,100564,100736,104445,0,0,0,0
100507,122,0,0,0,0,100507,1
100507,100506,100505,0,100564,0,0,0
100507,100508,0,100518,125,0,0,0
100508,125,0,0,0,0,100508,1
100508,100507,0,100506,122,0,0,0
100508,100518,100496,0,100517,0,0,0
100509,125,0,0,0,0,100509,1
100509,100503,100502,100313,100504,0,0,0
100509,100510,0,100516,124,0,0,0
100510,124,0,0,0,0,100510,1
100510,100509,0,100503,125,0,0,0
100510,100516,100517,100521,100515,0,0,0
100511,124,0,0,0,0,100511,1
100511,209,0,0,0,0,100511,1
100511,100501,103862,103814,100502,0,0,0
100511,100513,100514,100522,103861,0,0,0
100512,482,0,100512,0,0,100512,1
100512,100633,100632,100636,100668,0,0,0
100513,100511,209,100501,124,0,0,0
100513,100514,124,100515,0,0,0,0
100513,100522,100523,100529,0,0,0,0
100513,103861,0,103863,209,0,0,0
100514,124,0,0,0,0,100514,1
100514,100513,100522,103861,100511,0,0,0
100514,100515,0,100516,127,0,0,0
100515,127,0,0,0,0,100515,1
100515,100514,0,100513,124,0,0,0
100515,100516,100510,100517,100521,0,0,0
100516,100510,124,100509,0,0,0,0
100516,100515,127,100514,0,0,0,0
100516,100517,125,100518,0,0,0,0
100516,100521,100309,100523,0,0,0,0
100517,125,0,0,0,0,100517,1
100517,100516,100521,100515,100510,0,0,0
100517,100518,100508,100496,0,0,0,0
100518,100496,0,100519,126,0,0,0
100518,100508,125,100507,0,0,0,0
100518,100517,0,100516,125,0,0,0
100519,100495,387,100520,126,0,0,0
100519,100496,126,100518,0,0,0,0
100519,100499,0,121,0,0,100519,1
100519,100671,121,100557,387,0,0,0
100520,100308,0,100247,123,0,0,0
100520,100309,0,100521,126,0,0,0
100520,100494,123,100525,388,0,0,0
100520,100495,126,100519,387,0,0,0
100521,100309,126,100520,0,0,0,0
100521,100516,100515,100510,100517,0,0,0
100521,100523,100524,0,100522,0,0,0
100522,100513,103861,100511,100514,0,0,0
100522,100523,100521,100524,0,0,0,0
100522,100529,128,100530,0,0,0,0
100523,100521,0,100516,100309,0,0,0
100523,100522,100529,0,100513,0,0,0
100523,100524,388,100525,0,0,0,0
100524,388,0,0,0,0,100524,1
100524,100523,0,100522,100521,0,0,0
100524,100525,100494,100526,0,0,0,0
100525,100494,388,100520,123,0,0,0
100525,100524,0,100523,388,0,0,0
100525,100526,123,100543,105,0,0,0
100526,105,0,0,0,0,100526,1
100526,123,0,0,0,0,100526,1
100526,100525,0,100524,100494,0,0,0
100526,100543,102,100544,0,0,0,0
100527,128,0,0,0,0,100527,1
100527,100532,100534,100528,100531,0,0,0
100528,129,0,0,0,0,100528,1
100528,100532,100531,100527,100534,0,0,0
100528,100533,0,447,0,0,100528,1
100529,128,0,0,0,0,100529,1
100529,100522,0,100513,100523,0,0,0
100529,100530,0,100531,0,0,0,0
100530,100529,0,100522,128,0,0,0
100530,100531,128,100532,0,0,0,0
100531,128,0,0,0,0,100531,1
100531,100530,0,100529,0,0,0,0
100531,100532,100527,100534,100528,0,0,0
100532,100527,0,128,0,0,100532,1
100532,100528,129,100533,0,0,0,0
100532,100531,0,100530,128,0,0,0
100532,100534,0,100535,129,0,0,0
100533,447,0,100533,0,0,100533,1
100533,100528,0,100532,129,0,0,0
100534,129,0,0,0,0,100534,1
100534,100532,100528,100531,100527,0,0,0
100534,100535,105,100536,0,0,0,0
100535,105,0,0,0,0,100535,1
100535,100534,129,100532,0,0,0,0
100535,100536,100541,100542,100537,0,0,0
100536,100535,0,100534,105,0,0,0
100536,100537,0,446,0,0,100536,1
100536,100541,105,100544,106,0,0,0
100536,100542,0,100539,386,0,0,0
100537,446,0,100537,0,0,100537,1
100537,100536,100535,100541,100542,0,0,0
100538,386,0,0,0,0,100538,1
100538,445,0,100538,0,0,100538,1
100538,100539,100542,100540,0,0,0,0
100539,100538,0,445,386,0,100539,1
100539,100540,106,100547,0,0,0,0
100539,100542,386,100536,0,0,0,0
100540,106,0,0,0,0,100540,1
100540,100539,0,100538,100542,0,0,0
100540,100547,100546,100200,100548,0,0,0
100541,105,0,0,0,0,100541,1
100541,106,0,0,0,0,100541,1
100541,100536,100542,100537,100535,0,0,0
100541,100544,100543,100545,100546,0,0,0
100542,386,0,0,0,0,100542,1
100542,100536,100537,100535,100541,0,0,0
100542,100539,100540,0,100538,0,0,0
100543,102,0,0,0,0,100543,1
100543,100526,105,100525,123,0,0,0
100543,100544,100545,100546,100541,0,0,0
100544,100541,106,100536,105,0,0,0
100544,100543,0,100526,102,0,0,0
100544,100545,102,100554,393,0,0,0
100544,100546,393,100547,106,0,0,0
100545,102,0,0,0,0,100545,1
100545,393,0,0,0,0,100545,1
100545,100544,100546,100541,100543,0,0,0
100545,100554,0,100555,100553,0,0,0
100546,106,0,0,0,0,100546,1
100546,393,0,0,0,0,100546,1
100546,100544,100541,100543,100545,0,0,0
100546,100547,100200,100548,100540,0,0,0
100547,100200,393,100551,0,0,0,0
100547,100540,0,100539,106,0,0,0
100547,100546,106,100544,393,0,0,0
100547,100548,0,100549,102538,0,0,0
100548,100547,100540,100546,100200,0,0,0
100548,100549,102537,100550,0,0,0,0
100548,102538,0,0,102540,0,0,0
100549,100548,102538,100547,0,0,0,0
100549,100550,0,100622,107,0,0,0
100549,102537,0,0,102535,0,0,0
100550,107,0,0,0,0,100550,1
100550,100549,0,100548,102537,0,0,0
100550,100622,100621,0,100623,0,0,0
100551,100200,0,100547,393,0,0,0
100551,100552,0,100606,104,0,0,0
100551,100553,393,100554,103,0,0,0
100552,104,0,0,0,0,100552,1
100552,100551,0,100200,100553,0,0,0
100552,100606,100560,102544,100608,0,0,0
100553,103,0,0,0,0,100553,1
100553,393,0,0,0,0,100553,1
100553,100551,100552,0,100200,0,0,0
100553,100554,100545,0,100555,0,0,0
100554,100545,393,100544,102,0,0,0
100554,100553,103,100551,393,0,0,0
100554,100555,100266,100556,100267,0,0,0
100555,100266,0,100247,0,0,0,0
100555,100267,0,0,0,0,0,0
100555,100554,100553,100545,0,0,0,0
100555,100556,0,100557,101,0,0,0
100556,101,0,0,0,0,100556,1
100556,100555,100267,100554,100266,0,0,0
100556,100557,100671,100500,100558,0,0,0
100557,100500,0,100563,100498,0,0,0
100557,100556,101,100555,0,0,0,0
100557,100558,0,100559,101,0,0,0
100557,100671,387,100519,121,0,0,0
100558,101,0,0,0,0,100558,1
100558,100557,100556,100671,100500,0,0,0
100558,100559,100561,100560,0,0,0,0
100559,100558,101,100557,0,0,0,0
100559,100560,0,100606,103,0,0,0
100559,100561,100498,100569,100497,0,0,0
100560,103,0,0,0,0,100560,1
100560,100559,0,100558,100561,0,0,0
100560,100606,102544,100608,100552,0,0,0
100561,100497,0,100,0,0,100561,1
100561,100498,0,100500,119,0,0,0
100561,100559,100560,0,100558,0,0,0
100561,100569,101835,100570,0,0,0,0
100562,99,0,0,0,0,100562,1
100562,100589,0,100588,100607,0,0,0
100562,102544,0,100606,0,0,0,0
100563,120,0,0,0,0,100563,1
100563,100500,100498,100557,0,0,0,0
100563,100566,100565,101837,100193,0,0,0
100564,100506,100507,100505,0,0,0,0
100564,100736,0,100738,192,0,0,0
100564,104445,104446,100565,104447,0,0,0
100565,120,0,0,0,0,100565,1
100565,394,0,0,0,0,100565,1
100565,100566,101837,100193,100563,0,0,0
100565,104445,104447,100564,104446,0,0,0
100566,100193,0,119,0,0,100566,1
100566,100563,0,100500,120,0,0,0
100566,100565,120,104445,394,0,0,0
100566,101837,394,100567,116,193,0,0
100567,101830,102010,101829,101831,0,0,0
100567,101831,101830,0,101832,0,0,0
100567,101837,116,100566,394,193,0,0
100568,47,0,0,0,0,100568,1
100568,100136,100134,104066,103413,0,0,0
100568,100137,100138,100184,100306,0,0,0
100569,100561,100497,100559,100498,0,0,0
100569,100570,95,100572,0,0,0,0
100569,101835,0,101834,101836,0,0,0
100570,95,0,0,0,0,100570,1
100570,100569,0,100561,101835,0,0,0
100570,100572,101838,100573,100587,0,0,0
100571,78,0,0,0,0,100571,1
100571,100582,100583,100581,100204,0,0,0
100572,100570,0,100569,95,0,0,0
100572,100573,96,100577,0,0,0,0
100572,100587,0,100588,0,0,0,0
100572,101838,101836,101840,101839,0,0,0
100573,96,0,0,0,0,100573,1
100573,100572,100587,100570,101838,0,0,0
100573,100577,100574,100578,100676,0,0,0
100574,97,0,0,0,0,100574,1
100574,100077,100076,100074,100078,0,0,0
100574,100577,100578,100676,100573,0,0,0
100575,77,0,0,0,0,100575,1
100575,97,0,0,0,0,100575,1
100575,100079,100078,100073,100080,0,0,0
100575,100579,100580,100585,100578,0,0,0
100576,100081,100080,100072,100082,0,0,0
100576,100204,100082,100205,100582,0,0,0
100576,100206,0,77,0,0,100576,1
100576,100581,100582,100583,100580,0,0,0
100577,100573,0,100572,96,0,0,0
100577,100574,0,100077,97,0,0,0
100577,100578,97,100579,0,0,0,0
100577,100676,0,100577,0,0,100577,1
100578,97,0,0,0,0,100578,1
100578,100577,100676,100573,100574,0,0,0
100578,100579,100575,100580,100585,0,0,0
100579,100575,97,100079,77,0,0,0
100579,100578,0,100577,97,0,0,0
100579,100580,77,100581,0,0,0,0
100579,100585,80,100586,0,0,0,0
100580,77,0,0,0,0,100580,1
100580,100579,100585,100578,100575,0,0,0
100580,100581,100576,100582,100583,0,0,0
100581,100576,100206,100081,100204,0,0,0
100581,100580,0,100579,77,0,0,0
100581,100582,100204,100571,100583,0,0,0
100581,100583,0,100584,100582,0,0,0
100582,100204,100576,100082,100205,0,0,0
100582,100571,0,78,0,0,100582,1
100582,100581,100583,100580,100576,0,0,0
100582,100583,100581,0,100584,0,0,0
100583,100581,100580,100576,100582,0,0,0
100583,100582,100581,100204,100571,0,0,0
100583,100584,100202,100596,100201,0,0,0
100584,100201,0,80,0,0,100584,1
100584,100202,0,79,0,0,100584,1
100584,100583,100582,100581,0,0,0,0
100584,100596,100597,100603,100595,0,0,0
100585,80,0,0,0,0,100585,1
100585,100579,100578,100575,100580,0,0,0
100585,100586,0,100593,98,0,0,0
100586,98,0,0,0,0,100586,1
100586,100585,0,100579,80,0,0,0
100586,100593,100594,0,100592,0,0,0
100587,98,0,0,0,0,100587,1
100587,100572,100570,101838,100573,0,0,0
100587,100588,0,100589,100263,0,0,0
100588,100263,0,100,0,0,100588,1
100588,100587,0,100572,0,0,0,0
100588,100589,100607,100562,0,0,0,0
100589,100562,99,102544,0,0,0,0
100589,100588,100263,100587,0,0,0,0
100589,100607,0,100590,99,0,0,0
100590,98,0,0,0,0,100590,1
